Gene name	max length	read count	rpkm	IDs
FOXP4-AS1	486	0	0	NR_126415,NR_126416,NR_126417
FOXQ1	2319	1	0.0359536	NM_033260
FOXR1	1153	0	0	NM_181721
FOXR2	2789	0	0	NM_198451
FOXRED1	1850	128	5.768745	NR_037648,NM_017547,NR_037647
FOXRED2	5010	63	1.048446	NM_001102371,NM_024955
FOXS1	1318	3	0.1897794	NM_004118
FPGS	2327	252	9.029159	NM_001288803,NM_004957,NR_110170,NM_001018078
FPGT	3905	20	0.4270238	NM_001199328,NM_003838,NM_001199329
FPGT-TNNI3K	2782	20	0.599399	NM_001112808,NM_001199327
FPR1	1371	1481	90.06597	NM_002029,NM_001193306
FPR2	1913	392	17.08497	NM_001462,NM_001005738
FPR3	2638	2	0.06321183	NM_002030
FRA10AC1	3202	127	3.306934	NM_001347715,NM_145246,NR_144635,NM_001347712,NM_001347713,NM_001347714
FRAS1	15624	127	0.6777267	NM_001166133,NM_025074
FRAT1	2651	45	1.415292	NM_005479
FRAT2	2205	108	4.083742	NM_012083
FREM1	10086	56	0.4629267	NM_001177704,NM_144966
FREM2	16162	260	1.341286	NM_207361
FREM3	6623	0	0	NM_001168235
FRG1	1043	104	8.313658	NM_004477
FRG1BP	2660	1	0.03134451	NR_003579,NR_145491
FRG1CP	829	2	0.2011493	NR_132315
FRG1DP	529	0	0	NR_132316,NR_132316
FRG1EP	3845	0	0	NR_146067
FRG1HP	1287	8	0.5182682	NR_034006,NR_034006
FRG1JP	1470	3	0.1701559	NR_033907
FRG2	2081	0	0	NM_001005217,NM_001286820,NM_001286820,NM_001005217
FRG2B	890	0	0	NM_001080998
FRG2C	2069	1	0.04029792	NM_001124759,NM_001124759
FRG2DP	1820	0	0	NR_026980
FRG2EP	2075	0	0	NR_037925,NR_037925
FRG2KP	933	0	0	NR_135055
FRGCA	422	0	0	NR_133677
FRK	2849	11	0.3219166	NM_002031
FRMD1	2878	4	0.115881	NM_024919,NR_110312,NM_001122841
FRMD3	964	284	24.56317	NM_174938,NM_001244959,NM_001244961,NM_001244960,NM_001244962
FRMD4A	1410	85	5.026237	NM_018027,NM_001318337,NM_001318338,NM_001318336,NR_134578
FRMD4B	6498	230	2.95115	NM_015123
FRMD5	4898	0	0	NM_001322951,NM_001322949,NM_001286491,NM_032892,NM_001286490,NR_104455,NM_001322950
FRMD6	4851	113	1.942184	NM_152330,NM_001267047,NM_001042481,NM_001267046
FRMD6-AS1	2227	0	0	NR_037676
FRMD6-AS2	548	0	0	NR_047477,NR_051990
FRMD7	3162	0	0	NM_194277,NM_001306193
FRMD8	3583	94	2.18738	NM_031904,NM_001300833,NM_001300832
FRMD8P1	1800	0	0	NR_033742
FRMPD1	4916	55	0.9328116	NM_014907
FRMPD2	5024	0	0	NM_001318191,NM_001042512,NM_001018071
FRMPD2B	1947	0	0	NR_033172,NR_033172
FRMPD3	7304	1	0.01141517	NM_032428
FRMPD3-AS1	457	0	0	NR_046750
FRMPD4	8465	2	0.01969909	NM_014728
FRRS1	2678	1	0.03113383	NM_001013660
FRRS1L	8197	0	0	NM_014334
FRS2	6873	119	1.44359	NM_001278355,NM_001278354,NM_001278353,NM_001278351,NM_001278356,NM_001278357,NM_001042555,NM_006654
FRS3	2179	75	2.869771	NM_006653
FRY	10717	489	3.804335	NM_023037
FRY-AS1	2370	0	0	NR_103839
FRYL	11706	304	2.165251	NM_015030
FRZB	2767	19	0.5725159	NM_001463
FSBP	5403	0	0	NM_001256141
FSCB	3146	0	0	NM_032135
FSCN1	2796	55	1.640094	NM_003088
FSCN2	1670	0	0	NM_001077182,NM_012418
FSCN3	1891	2	0.08818234	NM_020369
FSD1	1756	0	0	NM_024333,NM_001330429
FSD1L	666	307	38.43327	NM_001145313,NM_001330739,NM_001287192,NM_001287191,NM_031919
FSD2	6281	1028	13.64607	NM_001007122,NM_001281805,NM_001281806
FSHB	1906	0	0	NM_000510,NM_001018080
FSHR	2696	0	0	NM_000145,NM_181446
FSIP1	2716	0	0	NM_152597,NM_001324338
FSIP2	20787	2	0.008021975	NM_173651
FSIP2-AS1	689	3	0.3630322	NR_144454,NR_144453
FST	2098	28	1.112745	NM_013409,NM_006350
FSTL1	3840	655	14.22176	NM_007085
FSTL3	2511	104	3.453264	NM_005860
FSTL4	5382	0	0	NM_015082
FSTL5	4805	0	0	NM_020116,NM_001128427,NM_001128428
FTCD	1955	3	0.1279433	NM_206965,NM_006657,NM_001320412
FTCDNL1	952	12	1.050963	NR_034096
FTH1	1229	17513	1188.097	NM_002032
FTH1P18	913	5	0.4566068	NM_001271682
FTH1P3	954	5	0.4369832	NR_002201
FTHL17	813	0	0	NM_031894
FTL	871	8875	849.5586	NM_000146
FTLP10	1501	0	0	NR_015446
FTMT	874	0	0	NM_177478
FTO	4292	299	5.808374	NM_001080432
FTO-IT1	870	0	0	NR_103838
FTSJ1	2091	81	3.229789	NM_001282157,NM_177439,NM_012280
FTSJ3	3559	132	3.092353	NM_017647
FTX	2356	13	0.4600565	NR_028379
FUBP1	2563	515	16.75335	NR_130152,NM_003902,NM_001303433
FUBP3	3157	179	4.727392	NM_003934
FUCA1	2117	66	2.599359	NM_000147
FUCA2	2548	50	1.636115	NM_032020
FUK	3907	68	1.451138	NM_145059
FUNDC1	1170	50	3.563094	NM_173794
FUNDC2	2964	1726	48.55184	NM_023934
FUNDC2P2	1519	0	0	NR_003663
FUOM	630	5	0.6617174	NM_198472,NM_001301828,NM_001098483,NM_001301827
FURIN	4244	754	14.81287	NM_001289823,NM_001289824,NM_002569
FUS	5119	1412	22.99814	NR_028388,NM_001170937,NM_001170634,NM_004960
FUT1	3992	17	0.3550598	NM_000148,NM_001329877
FUT10	3547	4	0.0940247	NM_032664
FUT11	2177	13	0.4978839	NM_173540,NM_001284194
FUT2	3099	1	0.02690429	NM_001097638,NM_000511
FUT3	2049	1	0.04069126	NM_001097639,NM_001097640,NM_000149,NM_001097641
FUT4	6048	25	0.3446445	NM_002033
FUT5	1988	0	0	NM_002034
FUT6	3137	0	0	NM_001040701,NM_000150
FUT7	2414	22	0.7598512	NM_004479
FUT8	5166	33	0.5326018	NR_038167,NR_038170,NM_004480,NM_178156,NM_178155
FUT8-AS1	2025	2	0.08234706	NR_024334
FUT9	12798	0	0	NM_006581
FUZ	1637	145	7.385203	NM_025129,NR_033269,NM_001171937
FXN	980	147	12.50646	NM_181425,NM_000144,NM_001161706
FXR1	8565	6861	66.78873	NM_001013438,NM_001013439,NM_005087
FXR2	2987	863	24.08899	NM_004860
FXYD1	557	1569	234.861	NM_001278717,NM_001278718,NM_005031,NM_021902
FXYD2	571	0	0	NM_021603,NM_001680
FXYD3	1373	2	0.1214514	NM_001136010,NM_021910,NM_001136007,NM_001136008,NM_001136009,NM_001136011,NM_001136012,NM_005971
FXYD4	635	3	0.3939042	NM_173160,NM_001184963
FXYD5	898	81	7.520588	NM_144779,NM_001320912,NM_001320913,NR_028406,NM_014164,NM_001164605
FXYD6	1804	90	4.159576	NM_001164837,NM_022003,NM_001164832,NM_001164836,NM_001164831
FXYD6-FXYD2	1184	11	0.7746118	NM_001243598,NM_001204268
FXYD7	713	0	0	NM_022006
FYB	5212	315	5.039057	NM_001465,NM_199335,NM_001243093,NM_001349333
FYCO1	8518	4888	47.84501	NM_024513
FYN	3023	113	3.116617	NM_002037,NM_153048,NM_153047
FYTTD1	3654	1898	43.30827	NM_032288,NR_027840,NM_001011537
FZD1	4350	38	0.7283455	NM_003505
FZD10	3282	1	0.02540414	NM_007197
FZD10-AS1	3678	7	0.1586826	NR_033834
FZD2	3819	5	0.10916	NM_001466
FZD3	13787	18	0.1088544	NM_145866,NM_017412
FZD4	7394	170	1.916958	NM_012193
FZD5	6564	37	0.4699766	NM_003468
FZD6	3646	18	0.4116224	NM_001317796,NM_001164615,NM_001164616,NM_003506,NR_133921
FZD7	3851	667	14.44094	NM_003507
FZD8	3186	48	1.256142	NM_031866
FZD9	2342	39	1.38842	NM_003508
FZR1	3446	208	5.032586	NM_016263,NM_001136197,NM_001136198
G0S2	963	2156	186.6662	NM_015714
G2E3	5802	73	1.049031	NM_001308097,NM_017769
G3BP1	2835	878	25.82169	NM_198395,NM_005754
G3BP2	4410	1582	29.90963	NM_203504,NM_012297,NM_203505
G6PC	4084	0	0	NM_000151,NM_001270397
G6PC2	2965	0	0	NM_021176,NM_001081686
G6PC3	1578	172	9.087922	NR_028581,NR_028582,NM_001319945,NM_138387
G6PD	2285	126	4.59756	NM_000402,NM_001042351
GAA	3542	440	10.35732	NM_001079803,NR_134848,NM_000152,NM_001079804
GAB1	7820	239	2.548204	NM_207123,NM_002039
GAB2	6059	225	3.096169	NM_080491,NM_012296
GAB3	4750	37	0.6494582	NM_001282283,NM_080612,NR_104114,NM_001081573
GAB4	2629	0	0	NM_001037814
GABARAP	893	1581	147.6126	NM_007278
GABARAPL1	1867	3778	168.7177	NM_031412
GABARAPL2	1002	611	50.8413	NM_007285
GABARAPL3	1885	0	0	NR_028287
GABBR1	4423	89	1.677707	NM_001470,NM_001470,NM_001470,NM_001319053,NM_001319053,NM_001470,NM_001470,NM_001470,NM_001470,NM_021904,NM_021904,NM_021904,NM_021903,NM_021903,NM_021903,NM_021903,NM_021903,NM_021903,NM_021903,NM_021904,NM_021904,NM_021904,NM_001319053,NM_001319053,NM_001319053,NM_021904,NM_001319053,NM_001319053
GABBR2	5788	3	0.04321513	NM_005458
GABPA	4743	259	4.552917	NM_002040,NM_001197297
GABPB1	3016	91	2.515667	NM_005254,NM_001320915,NM_016655,NM_002041,NM_001320910,NM_181427,NM_016654
GABPB1-AS1	4133	60	1.2104	NR_024490
GABPB2	1811	47	2.163827	NM_001323908,NM_001323911,NM_001323906,NM_001323909,NM_001323910,NM_001323912,NM_144618,NM_001323907,NM_001323913
GABRA1	4376	0	0	NM_001127643,NM_001127644,NM_001127645,NM_001127648,NM_000806
GABRA2	8572	2	0.0194532	NM_000807,NM_001114175,NM_001330690,NM_001286827
GABRA3	2785	0	0	NM_000808
GABRA4	11973	0	0	NM_001204266,NM_001204267,NM_000809
GABRA5	2898	0	0	NM_001165037,NM_000810
GABRA6	2519	0	0	NM_000811
GABRB1	2211	0	0	NM_000812
GABRB2	7409	3	0.03376018	NM_000813,NM_021911
GABRB3	1583	6	0.3160192	NM_000814,NM_001191320,NM_001191321,NM_021912,NM_001278631,NR_103801
GABRD	1925	0	0	NM_000815
GABRE	3152	20	0.5290381	NM_004961
GABRG1	6768	0	0	NM_173536
GABRG2	4077	0	0	NM_198904,NM_000816,NM_198903
GABRG3	1512	0	0	NM_033223,NM_001270873
GABRG3-AS1	850	0	0	NR_120343
GABRP	3121	0	0	NM_014211,NM_001291985
GABRQ	2000	0	0	NM_018558
GABRR1	3161	0	0	NM_001256703,NM_001256704,NM_001267582,NM_002042
GABRR2	4735	32	0.563473	NM_002043
GABRR3	1521	0	0	NM_001105580,NR_047685
GACAT1	610	0	0	NR_126370,NR_126369
GACAT2	818	0	0	NR_120598
GACAT3	984	0	0	NR_126559
GAD1	3474	0	0	NM_013445,NM_000817
GAD2	2824	0	0	NM_001134366,NM_000818
GADD45A	1380	2613	157.8714	NM_001199741,NM_001199742,NM_001924
GADD45B	1375	11178	677.8046	NM_015675
GADD45G	1065	1249	97.78133	NM_006705
GADD45GIP1	763	459	50.15697	NM_052850
GADL1	3655	266	6.067885	NM_207359
GAGE1	2998	0	0	NR_102272,NM_001040663
GAGE10	561	0	0	NM_001098413
GAGE12B	465	0	0	NM_001127345,NM_001127345,NM_001127345
GAGE12C	564	0	0	NM_001098408,NM_001098408,NM_001098408,NM_001098408,NM_001098408,NM_001098408
GAGE12D	585	0	0	NM_001127199,NM_001127199,NM_001127199,NM_001127199,NM_001127199,NM_001127199
GAGE12E	564	0	0	NM_001098418,NM_001098418,NM_001098418,NM_001098418,NM_001098418,NM_001098418
GAGE12F	598	0	0	NM_001098405,NM_001098405,NM_001098405,NM_001098405,NM_001098405
GAGE12G	564	0	0	NM_001098409,NM_001098409,NM_001098409,NM_001098409,NM_001098409
GAGE12H	564	0	0	NM_001098410,NM_001098410,NM_001098410,NM_001098410
GAGE12I	502	0	0	NM_001477,NM_001477,NM_001477
GAGE12J	571	0	0	NM_001098406
GAGE13	543	0	0	NM_001098412
GAGE2A	542	0	0	NM_001127212,NM_001127212,NM_001127212,NM_001127212
GAGE2B	509	0	0	NM_001098411
GAGE2C	538	0	0	NM_001472,NM_001472,NM_001472,NM_001472
GAGE2D	561	0	0	NM_001098407,NM_001098407,NM_001098407
GAGE2E	571	0	0	NM_001127200
GAGE4	526	0	0	NM_001474
GAGE5	522	0	0	NM_001475
GAGE6	525	0	0	NM_001476,NM_001476
GAGE7	497	0	0	NM_021123
GAGE8	517	0	0	NM_012196,NM_012196,NM_012196,NM_012196
GAK	4537	232	4.263462	NM_001318134,NM_005255
GAL	818	4	0.4077086	NM_015973
GAL3ST1	1892	4	0.1762715	NM_001318104,NM_001318105,NM_004861,NM_001318106,NM_001318116,NM_001318115,NM_001318114,NM_001318113,NM_001318103,NM_001318110,NM_001318109,NM_001318111,NM_001318107,NM_001318112,NM_001318108
GAL3ST2	1449	0	0	NM_022134
GAL3ST3	3320	0	0	NM_033036
GAL3ST4	2540	6	0.1969521	NM_024637
GALC	3864	111	2.395129	NM_000153,NM_001201401,NM_001201402
GALE	1607	8	0.4150661	NM_001008216,NM_000403,NM_001127621
GALK1	1361	47	2.879273	NM_000154
GALK2	3313	66	1.660985	NM_001001556,NM_002044,NM_001289030,NM_001289031
GALM	2483	95	3.189995	NM_138801
GALNS	2363	59	2.081764	NM_001323543,NM_001323544,NM_000512
GALNT1	3838	596	12.94746	NM_020474
GALNT10	5955	66	0.9240709	NM_198321
GALNT11	2746	235	7.135271	NM_001304514,NM_022087
GALNT12	2735	5	0.1524249	NM_024642
GALNT13	5679	0	0	NM_001301627,NM_052917
GALNT14	2735	5	0.1524249	NM_001253826,NM_001253827,NM_001329097,NM_001329096,NM_001329095,NM_024572
GALNT15	2803	65	1.933452	NM_001319052,NM_054110,NM_001319051
GALNT16	4309	23	0.4450353	NM_020692,NM_001168368
GALNT18	2515	33	1.094004	NM_198516
GALNT2	4552	773	14.1586	NR_120373,NM_004481,NM_001291866
GALNT3	3267	14	0.357291	NM_004482
GALNT4	5394	0	0	NM_003774
GALNT5	10449	4	0.03191746	NM_001329868,NM_014568
GALNT6	4520	1	0.01844611	NM_007210
GALNT7	4307	37	0.7162588	NM_017423
GALNT8	2135	0	0	NM_017417
GALNT9	2663	0	0	NM_021808,NM_001122636
GALNTL5	1984	0	0	NM_145292,NR_033169
GALNTL6	2849	11	0.3219166	NM_001034845
GALP	889	0	0	NM_033106,NM_001145546
GALR1	2785	0	0	NM_001480
GALR2	1357	0	0	NM_003857
GALR3	1157	1	0.07206257	NM_003614
GALT	1280	105	6.83947	NM_000155,NM_001258332
GAMT	1138	3959	290.059	NM_138924,NM_000156
GAN	4544	13	0.2385328	NM_022041
GANAB	3609	488	11.27395	NM_001278194,NM_198335,NM_001278192,NM_198334,NM_001329222,NM_001329225,NM_001329224,NM_001329223,NM_001278193
GANC	2512	405	13.44245	NM_198141,NM_001301410,NM_001301409
GAP43	2104	0	0	NM_002045,NM_001130064
GAPDH	1387	81555	4902.496	NM_001256799,NM_001289745,NM_002046,NM_001289746
GAPDHS	1492	0	0	NM_014364
GAPLINC	501	1	0.16642	NR_110428,NR_110429
GAPT	2347	26	0.9236414	NM_001304428,NM_001304429,NM_152687,NM_001304431
GAPVD1	7066	374	4.413073	NM_001282681,NM_001282680,NM_015635,NM_001330777,NM_001330778,NM_001282679
GAR1	1008	61	5.045596	NM_018983,NM_032993
GAREM1	7034	120	1.422401	NM_001242409,NM_022751
GAREM2	4161	36	0.7213531	NM_001191033,NM_001168241
GARNL3	3738	17	0.3791864	NR_104591,NM_001286779,NM_032293
GARS	2421	379	13.05231	NM_001316772,NM_002047
GART	3500	221	5.264624	NM_000819,NM_175085,NM_001136005,NM_001136006
GAS1	2828	45	1.326711	NM_002048
GAS1RR	4388	1	0.019001	NR_049794
GAS2	2233	34	1.269502	NM_005256,NM_177553,NM_001143830
GAS2L1	2543	26	0.8524523	NM_152236,NM_001278730,NM_006478
GAS2L1P2	2262	0	0	NR_002942
GAS2L2	3014	0	0	NM_139285
GAS2L3	6125	13	0.1769622	NM_001303130,NM_174942,NM_001303131
GAS5	632	92	12.13707	NR_002578
GAS5-AS1	694	3	0.3604167	NR_037605
GAS6	2535	707	23.2533	NM_000820
GAS6-AS1	895	1	0.09315798	NR_044995
GAS6-AS2	1942	2	0.08586653	NR_044993
GAS7	8024	363	3.771888	NM_201432,NM_003644,NM_201433,NM_001130831
GAS8	3185	142	3.717252	NM_001286209,NM_001286208,NM_001286205,NM_001481
GAS8-AS1	994	0	0	NR_122031
GAST	470	0	0	NM_000805
GATA1	1479	2	0.112747	NM_002049
GATA2	3374	38	0.9390347	NM_001145661,NM_001145662,NM_032638
GATA2-AS1	2358	5	0.1767947	NR_125398
GATA3	3070	3	0.08147531	NM_002051,NM_001002295
GATA3-AS1	2214	0	0	NR_104327,NR_104328,NR_104329,NR_104330,NR_104336,NR_024256
GATA4	2656	0	0	NM_001308093,NM_002052,NM_001308094
GATA5	2595	0	0	NM_080473
GATA6	3776	8	0.1766449	NM_005257
GATA6-AS1	1788	0	0	NR_102763
GATAD1	4135	115	2.318811	NM_021167,NR_052016
GATAD2A	5369	288	4.472416	NM_017660,NM_001300946
GATAD2B	7296	213	2.434097	NM_020699
GATB	2232	253	9.450819	NM_004564
GATC	4346	90	1.726617	NM_176818,NR_033684
GATM	2894	1547	44.56921	NM_001482,NM_001321015
GATS	2862	905	26.36465	NR_028038,NM_178831,NR_028039,NR_028040
GBA	2324	84	3.013605	NM_001171812,NM_001005742,NM_001005741,NM_001171811,NM_000157
GBA2	3611	350	8.081346	NM_001330660,NM_020944
GBA3	2063	0	0	NR_102356,NR_102355,NM_020973,NM_001128432,NR_102357,NM_001277225
GBAP1	2036	0	0	NR_002188
GBAS	1887	4500	198.8308	NM_001483,NM_001202469
GBAT2	439	2	0.3798469	NR_131972
GBE1	3099	738	19.85537	NM_000158
GBF1	6437	929	12.03304	NM_001199379,NM_001199378,NM_004193
GBGT1	1934	9	0.3879977	NM_001282629,NM_021996,NM_001288572,NM_001288573,NM_001282632
GBP1	3050	461	12.60214	NM_002053
GBP1P1	1234	6	0.4053958	NR_003133
GBP2	4132	459	9.261802	NM_004120
GBP3	3040	35	0.9599257	NM_001319179,NM_001319180,NM_001319181,NR_135007,NM_018284
GBP4	6145	90	1.221135	NM_052941
GBP5	4051	291	5.98927	NM_001134486,NM_052942
GBP6	4526	2	0.0368433	NM_198460,NM_001320257
GBP7	2454	2	0.06795143	NM_207398
GBX1	1092	9	0.6871681	NM_001098834
GBX2	1763	0	0	NM_001301687,NM_001485
GC	1842	0	0	NM_001204307,NM_000583,NM_001204306
GCA	3637	664	15.22187	NM_001330265,NM_001330267,NM_001330266,NM_001330270,NM_012198,NM_001330268,NM_001330271
GCAT	1504	94	5.211025	NM_001171690,NM_014291
GCC1	4132	32	0.645703	NM_024523
GCC2	6977	201	2.401986	NR_028063,NM_181453
GCC2-AS1	555	0	0	NR_135290
GCDH	1938	151	6.496304	NM_013976,NM_000159,NR_102317,NR_102316
GCFC2	4436	159	2.988469	NM_001201335,NM_001201334,NM_003203
GCG	1294	0	0	NM_002054
GCGR	2053	1	0.04061198	NM_000160
GCH1	1924	118	5.113521	NM_000161,NM_001024071,NM_001024024,NM_001024070
GCHFR	713	10	1.169374	NM_005258
GCK	2558	0	0	NM_033507,NM_000162,NM_033508
GCKR	2188	1	0.03810621	NM_001486
GCLC	3812	143	3.127708	NM_001197115,NM_001498
GCLM	4984	1157	19.35523	NM_002061,NM_001308253
GCM1	2764	1	0.03016512	NM_003643
GCM2	2365	0	0	NM_004752
GCN1	8668	1112	10.69619	NM_006836
GCNA	3178	47	1.233068	NM_052957
GCNT1	5514	1	0.01512086	NM_001097633,NM_001097636,NM_001490,NM_001097634,NM_001097635
GCNT2	4200	22	0.4367335	NM_145649,NM_001491,NM_145655
GCNT3	2222	0	0	NM_004751
GCNT4	3436	16	0.3882487	NM_016591
GCNT7	2064	1	0.04039554	NM_080615
GCOM1	4635	418	7.519166	NR_104367,NM_001018091,NM_001285900,NR_104370,NM_001018090,NR_104371,NR_104369,NR_104368
GCSAM	3336	3	0.07497878	NM_001190259,NM_001190260,NM_152785
GCSAML	3978	2	0.04191875	NM_001281835,NM_001281853,NM_145278,NM_001281838,NM_001281837,NM_001281834,NM_001281836
GCSAML-AS1	1913	0	0	NR_027309
GCSH	1538	329	17.83539	NR_033249,NM_004483
GCSHP3	1000	84	7.003617	NR_033248
GDA	5497	6	0.09100571	NM_004293,NM_001242505,NM_001242507,NM_001242506
GDAP1	3744	42	0.9353122	NM_001040875,NM_018972,NR_046346
GDAP1L1	2645	0	0	NM_001256739,NM_001256740,NM_001256737,NR_046353,NM_024034,NM_001256738
GDAP2	3042	35	0.9592945	NM_017686,NM_001135589
GDE1	2986	618	17.25607	NM_001324066,NM_001324067,NM_016641,NR_136689
GDF1	2564	37	1.20317	NM_001492
GDF10	2656	0	0	NM_004962
GDF11	4749	18	0.3160192	NM_005811
GDF15	1399	1	0.05959714	NM_004864
GDF2	3273	0	0	NM_016204
GDF3	1256	2	0.132765	NM_020634
GDF5	2330	0	0	NM_001319138,NM_000557
GDF6	3698	0	0	NM_001001557
GDF7	9745	2	0.01711163	NM_182828
GDF9	1721	10	0.4844648	NM_001288825,NM_005260,NM_001288827,NM_001288826,NM_001288824,NM_001288828
GDI1	2481	439	14.75302	NM_001493
GDI2	2412	866	29.93531	NM_001115156,NM_001494
GDNF	3810	1813	39.67491	NM_001190469,NM_199231,NM_001190468,NM_001278098,NM_000514
GDNF-AS1	1508	11	0.6081833	NR_145476,NR_103441
GDPD1	1150	14	1.015017	NM_182569,NM_001165993,NM_001165994
GDPD2	2172	0	0	NM_001171192,NM_001171191,NM_017711,NM_001171193
GDPD3	1098	4	0.3037392	NM_024307
GDPD4	2533	0	0	NM_182833
GDPD5	3174	85	2.232827	NM_030792
GDPGP1	1351	3	0.1851437	NM_001322811,NM_001013657
GEM	2068	147	5.926659	NM_005261,NM_181702
GEMIN2	1314	38	2.41119	NM_003616,NM_001009183,NM_001009182
GEMIN4	3741	70	1.560104	NM_015721
GEMIN5	5404	206	3.178301	NM_001252156,NM_015465
GEMIN6	692	22	2.650695	NM_024775
GEMIN7	1561	64	3.418379	NM_001319054,NM_024707,NM_001319055,NM_001007269,NM_001007270
GEMIN8	3089	35	0.9446986	NM_017856,NM_001042479,NM_001042480
GEMIN8P4	1702	6	0.2939239	NR_002830
GEN1	6902	42	0.5073615	NM_182625,NM_001130009
GET4	2088	347	13.85614	NM_015949
GFAP	2185	0	0	NM_002055,NM_001131019,NM_001242376
GFER	2409	154	5.329998	NM_005262
GFI1	2701	1	0.03086871	NM_001127216,NM_005263,NM_001127215
GFI1B	1653	4	0.2017578	NM_004188,NM_001135031
GFM1	3524	945	22.35831	NM_001308166,NM_024996,NM_001308164
GFM2	3367	279	6.908825	NM_032380,NR_104006,NM_170691,NM_170681,NM_001281302
GFOD1	1444	73	4.215012	NM_001242630,NM_001242629,NM_001242628,NM_018988,NR_038459
GFOD2	5295	61	0.9605213	NR_027398,NM_030819,NM_001243650
GFPT1	8649	315	3.036601	NM_001244710,NM_002056
GFPT2	3093	475	12.80433	NM_005110
GFRA1	9594	125	1.086309	NM_145793,NM_001145453,NM_001348098,NM_001348096,NM_001348097,NM_001348099,NM_005264
GFRA2	3015	1	0.02765386	NM_001495,NM_001165039,NM_001165038
GFRA3	1931	1	0.04317784	NM_001496
GFRA4	1427	0	0	NM_145762,NM_022139
GFRAL	1911	0	0	NM_207410
GFY	1557	0	0	NM_001195256
GGA1	3148	299	7.919168	NM_013365,NM_001001560,NM_001172688,NM_001172687
GGA2	5973	415	5.792936	NM_015044
GGA3	3820	226	4.93274	NM_138619,NM_001291641,NM_001172704,NM_001291642,NM_001172703,NM_014001
GGACT	2678	19	0.5915428	NM_001195087,NM_033110
GGCT	1170	102	7.268712	NM_001199815,NR_037669,NM_001199816,NM_001199817,NM_024051
GGCX	7426	794	8.91474	NM_001311312,NM_000821,NM_001142269
GGH	1492	11	0.6147053	NM_003878
GGN	2154	3	0.1161231	NM_152657
GGNBP1	999	0	0	NR_028361
GGNBP2	2845	365	10.6968	NM_024835
GGPS1	2815	195	5.77563	NM_001037277,NR_036605
GGT1	2603	17	0.5445251	NM_013430,NM_001288833,NM_013421
GGT3P	2036	0	0	NR_003267
GGT5	2490	34	1.138473	NM_001099781,NM_001099782,NM_001302465,NM_004121,NM_001302464
GGT6	2055	1	0.04057246	NM_153338,NM_001288702,NM_001122890,NM_001288704,NM_001288703
GGT7	2640	439	13.86448	NM_178026
GGT8P	2484	1	0.03356538	NR_003503
GGTA1P	1486	20	1.122159	NR_003191,NR_045211
GGTLC1	1046	0	0	NM_178312,NM_178311
GGTLC2	978	1	0.08525194	NM_199127,NM_001282879
GH1	726	0	0	NM_022559,NM_000515,NM_022560
GH2	859	0	0	NM_002059,NM_022558,NM_022557,NM_022556
GHDC	2535	48	1.578725	NM_032484,NM_001142623
GHET1	1898	0	0	NR_130107
GHITM	2449	2613	88.95979	NM_014394
GHR	4785	557	9.705465	NM_001242401,NM_000163,NM_001242462,NM_001242400,NM_001242402,NM_001242403,NM_001242404,NM_001242405,NM_001242460,NM_001242399,NM_001242406
GHRH	469	0	0	NM_021081,NM_001184731
GHRHR	1607	1	0.05188326	NM_000823
GHRL	251	1	0.3321769	NM_001302822,NM_001302821,NM_001302823,NM_001134941,NM_001134944,NM_001302824,NM_001302825,NM_001134945,NM_001134946,NM_016362,NR_126505
GHRLOS	1948	7	0.2996072	NR_024144,NR_024145,NR_073568,NR_073567,NR_004431,NR_073566
GHSR	3014	0	0	NM_004122,NM_198407
GID4	4232	237	4.669236	NM_024052
GID8	4427	200	3.766722	NM_017896
GIF	1513	0	0	NM_005142
GIGYF1	6329	380	5.006009	NM_022574
GIGYF2	7956	639	6.696521	NM_001103148,NM_001103147,NM_001103146,NR_103492,NR_103493,NR_103494,NR_103495,NM_015575
GIMAP1	4416	25	0.4720131	NM_130759
GIMAP1-GIMAP5	2262	90	3.317363	NM_001303630,NM_001199577
GIMAP2	1442	22	1.272039	NM_015660
GIMAP4	1965	120	5.091688	NM_018326
GIMAP5	1877	2	0.08884006	NM_018384
GIMAP6	3912	196	4.177345	NM_024711,NM_001244071,NM_001244072
GIMAP7	1229	51	3.459883	NM_153236
GIMAP8	4187	74	1.473574	NM_175571
GIMD1	654	0	0	NM_001195138
GIN1	2894	80	2.304807	NM_017676,NM_001317954,NR_134299
GINM1	2113	317	12.50843	NM_138785
GINS1	3415	0	0	NM_021067,NR_134574
GINS2	1180	12	0.8478956	NM_016095
GINS3	2391	3	0.1046128	NM_022770,NM_001126130,NM_001126129
GINS4	3841	6	0.1302417	NM_032336
GIP	711	0	0	NM_004123
GIPC1	1484	357	20.05753	NM_005716,NM_202468,NM_202469,NM_202470,NM_202494
GIPC2	3547	24	0.5641482	NM_017655,NM_001304725
GIPC3	4317	10	0.193135	NM_133261
GIPR	3181	2	0.0524215	NM_000164,NM_001308418
GIT1	3760	199	4.41274	NM_014030,NM_001085454
GIT2	5397	242	3.738575	NM_014776,NM_139201,NM_057169,NM_001330154,NM_001135214,NM_001330153,NM_057170,NM_001135213
GJA1	3169	606	15.94386	NM_000165
GJA10	1632	0	0	NM_032602
GJA3	5205	0	0	NM_021954
GJA4	1622	42	2.158945	NM_002060
GJA5	3156	21	0.5547859	NM_005266,NM_181703
GJA8	1366	0	0	NM_005267
