Gene name	max length	read count	rpkm	IDs
GHRH	469	0	0	NM_021081,NM_001184731
GHRHR	1607	0	0	NM_000823
GHRL	251	2	0.2560495	NM_001302822,NM_001302821,NM_001302823,NM_001134941,NM_001134944,NM_001302824,NM_001302825,NM_001134945,NM_001134946,NM_016362,NR_126505
GHRLOS	1948	0	0	NR_024144,NR_024145,NR_073568,NR_073567,NR_004431,NR_073566
GHSR	3014	0	0	NM_004122,NM_198407
GID4	4232	637	4.836836	NM_024052
GID8	4427	1810	13.13822	NM_017896
GIF	1513	0	0	NM_005142
GIGYF1	6329	1164	5.909973	NM_022574
GIGYF2	7956	2007	8.106254	NM_001103148,NM_001103147,NM_001103146,NR_103492,NR_103493,NR_103494,NR_103495,NM_015575
GIMAP1	4416	0	0	NM_130759
GIMAP1-GIMAP5	2262	0	0	NM_001303630,NM_001199577
GIMAP2	1442	138	3.075257	NM_015660
GIMAP4	1965	0	0	NM_018326
GIMAP5	1877	0	0	NM_018384
GIMAP6	3912	3	0.0246428	NM_024711,NM_001244071,NM_001244072
GIMAP7	1229	0	0	NM_153236
GIMAP8	4187	0	0	NM_175571
GIMD1	654	8	0.393079	NM_001195138
GIN1	2894	244	2.709311	NM_017676,NM_001317954,NR_134299
GINM1	2113	3260	49.57762	NM_138785
GINS1	3415	26	0.2446528	NM_021067,NR_134574
GINS2	1180	14	0.3812533	NM_016095
GINS3	2391	27	0.3628706	NM_022770,NM_001126130,NM_001126129
GINS4	3841	27	0.2258848	NM_032336
GIP	711	0	0	NM_004123
GIPC1	1484	2954	63.96526	NM_005716,NM_202468,NM_202469,NM_202470,NM_202494
GIPC2	3547	0	0	NM_017655,NM_001304725
GIPC3	4317	0	0	NM_133261
GIPR	3181	26	0.2626499	NM_000164,NM_001308418
GIT1	3760	1031	8.811268	NM_014030,NM_001085454
GIT2	5397	1469	8.746553	NM_014776,NM_139201,NM_057169,NM_001330154,NM_001135214,NM_001330153,NM_057170,NM_001135213
GJA1	3169	35620	361.1929	NM_000165
GJA10	1632	0	0	NM_032602
GJA3	5205	8	0.04938975	NM_021954
GJA4	1622	0	0	NM_002060
GJA5	3156	8	0.08145553	NM_005266,NM_181703
GJA8	1366	0	0	NM_005267
GJA9	2322	8	0.1107122	NM_030772
GJA9-MYCBP	2599	0	0	NR_037635,NR_037633,NR_037637,NR_037634,NR_037636
GJB1	1654	0	0	NM_001097642,NM_000166
GJB2	2332	10	0.1377968	NM_004004
GJB3	2217	0	0	NM_001005752,NM_024009
GJB4	2840	0	0	NM_153212
GJB5	1355	0	0	NM_005268
GJB6	2140	0	0	NM_006783,NM_001110221,NM_001110220,NM_001110219
GJB7	2280	0	0	NM_198568
GJC1	7644	325	1.36625	NM_001080383,NM_005497
GJC2	2381	47	0.6343166	NM_020435
GJC3	1116	0	0	NM_181538
GJD2	1096	0	0	NM_020660
GJD3	4041	244	1.940299	NM_152219
GJD4	1580	0	0	NM_153368
GK	4559	85	0.5991243	NM_203391,NM_001205019,NM_000167,NM_001128127
GK2	1866	0	0	NM_033214
GK3P	2232	0	0	NR_026575
GK5	9837	274	0.8950669	NR_033289,NM_001039547
GKAP1	1720	24	0.4483843	NM_025211,NM_001135953
GKN1	820	0	0	NM_019617
GKN2	800	0	0	NM_182536
GLA	1418	687	15.56855	NM_000169
GLB1	2510	3690	47.24112	NM_000404,NM_001135602,NM_001317040,NM_001079811
GLB1L	2710	256	3.035556	NM_001286427,NM_024506,NM_001286423
GLB1L2	3155	3	0.03055551	NM_138342
GLB1L3	2944	0	0	NM_001080407
GLCCI1	4793	191	1.280541	NM_138426
GLCE	6207	695	3.598078	NM_001324091,NM_001324092,NM_015554,NM_001324093,NM_001324094
GLDC	3809	0	0	NM_000170
GLDN	4591	304	2.127815	NM_181789,NM_001330297
GLE1	3342	743	7.14414	NM_001499,NM_001003722
GLG1	9329	7224	24.88343	NM_012201,NM_001145666,NR_027265,NR_027264,NM_001145667
GLI1	3602	3	0.02676364	NM_001167609,NM_001160045,NM_005269
GLI2	6769	632	3.000269	NM_005270
GLI3	8214	2732	10.68793	NM_000168
GLI4	1343	348	8.32666	NM_138465
GLIDR	2357	96	1.308818	NR_126046,NR_015363,NR_126045,NR_126044
GLIPR1	3907	1774	14.59076	NM_006851
GLIPR1L1	1032	0	0	NM_152779,NM_001304964
GLIPR1L2	2448	48	0.6300825	NM_152436,NM_001270396,NR_072995
GLIPR2	1917	2700	45.25945	NM_022343,NM_001287014,NM_001287013,NR_104640,NM_001287011,NM_001287010,NR_104637,NR_104638,NR_104639,NR_104641,NM_001287012
GLIS1	2816	284	3.240808	NM_147193
GLIS2	4469	4981	35.81573	NM_032575,NM_001318918
GLIS2-AS1	359	0	0	NR_110901
GLIS3	6666	449	2.164455	NM_001042413,NM_152629
GLIS3-AS1	730	0	0	NR_026663
GLMN	1947	208	3.43293	NM_001319683,NM_053274,NR_135089
GLMP	1622	3099	61.39575	NM_001256604,NM_001256605,NM_001256608,NM_001256609,NM_144580
GLO1	2046	3371	52.94448	NM_006708
GLOD4	1837	1296	22.67062	NM_016080
GLOD5	737	0	0	NM_001080489
GLP1R	5468	0	0	NM_002062,NR_136563,NR_136562
GLP2R	4573	6	0.04216165	NM_004246
GLRA1	1669	0	0	NM_000171,NM_001146040,NM_001292000
GLRA2	3445	0	0	NM_002063,NM_001171942,NM_001118885,NM_001118886
GLRA3	3674	0	0	NM_001042543,NM_006529
GLRA4	1675	0	0	NM_001172285,NM_001024452
GLRB	3041	580	6.128852	NM_001166061,NM_000824,NM_001166060
GLRX	1497	690	14.81136	NM_001118890,NM_001243659,NM_002064,NM_001243658
GLRX2	976	177	5.827618	NM_197962,NM_016066,NM_001319291,NM_001243399
GLRX3	1352	1415	33.63158	NM_006541,NM_001321980,NM_001199868
GLRX5	1171	1003	27.524	NM_016417
GLS	4832	9567	63.62334	NM_001256310,NM_014905
GLS2	2648	0	0	NM_001280798,NM_001280796,NM_001280797,NM_013267
GLT1D1	3011	0	0	NM_144669,NR_133646
GLT6D1	1526	0	0	NM_182974
GLT8D1	1708	3765	70.83448	NM_018446,NM_001278281,NM_001010983,NM_001278280,NM_152932
GLT8D2	2126	3058	46.22126	NM_031302,NM_001316967
GLTP	2356	1734	23.65056	NM_016433
GLTPD2	1222	20	0.5259281	NM_001014985
GLTSCR1	5739	606	3.393157	NM_015711
GLTSCR1L	6784	598	2.832585	NM_015349,NM_001318819
GLUD1	2936	2573	28.16121	NM_005271,NM_001318906,NM_001318905,NM_001318904,NM_001318902,NM_001318901,NM_001318900
GLUD1P3	896	7	0.2510485	NR_048575
GLUD1P7	486	0	0	NR_111968
GLUD2	2335	5	0.06880987	NM_012084
GLUL	7975	7287	29.362	NM_002065,NM_001033056,NM_001033044
GLYAT	1145	0	0	NM_201648,NM_005838
GLYATL1	2196	0	0	NM_080661,NM_001220494,NM_001220496
GLYATL2	1378	5	0.1165973	NM_145016
GLYATL3	2130	0	0	NM_001010904
GLYCAM1	781	0	0	NR_003039
GLYCTK	2722	43	0.5076308	NR_026699,NM_001144951,NM_145262,NR_026700,NR_026701,NR_026702
GLYCTK-AS1	1154	0	0	NR_046719
GLYR1	3884	2181	18.04447	NM_001324096,NR_136696,NM_001324098,NR_136697,NR_136695,NM_001324097,NR_136698,NM_001308096,NR_136699,NM_032569,NR_136700
GM2A	3688	1410	12.28558	NM_001167607,NM_000405
GMCL1	4226	524	3.984459	NM_178439
GMCL1P1	2923	0	0	NR_003281
GMDS	1700	302	5.708547	NM_001253846,NM_001500
GMDS-AS1	1588	24	0.4856555	NR_046229
GMEB1	2661	194	2.342742	NM_006582,NM_001319674,NM_024482
GMEB2	4291	502	3.75935	NM_012384
GMFB	4125	2344	18.26002	NM_004124
GMFG	659	7	0.3413345	NM_001301008,NM_004877
GMIP	3454	232	2.158406	NM_016573,NM_001288999,NM_001288998
GML	723	0	0	NM_002066
GMNC	3624	0	0	NM_001146686
GMNN	1059	224	6.797037	NM_015895,NM_001251989,NM_001251991,NM_001251990
GMPPA	1836	1441	25.2208	NM_013335,NM_205847
GMPPB	1688	524	9.97531	NM_021971,NM_013334
GMPR	1515	381	8.081276	NM_006877
GMPR2	1892	1539	26.13877	NM_001002001,NM_001002000,NR_104265,NM_001283021,NM_001283022,NM_001283023,NM_001002002,NM_016576
GMPS	2456	1084	14.18301	NM_003875
GNA11	4145	3789	29.37431	NM_002067
GNA12	4384	2636	19.32157	NM_001282440,NM_001293092,NM_001282441,NM_007353
GNA13	6311	1621	8.253771	NM_001282425,NM_006572
GNA14	2491	69	0.8901085	NM_004297
GNA14-AS1	703	0	0	NR_121184
GNA15	2294	0	0	NM_002068
GNAI1	3318	1203	11.65083	NM_001256414,NM_002069
GNAI2	2258	8332	118.5749	NM_001166425,NM_001282618,NM_001282619,NM_001282620,NM_001282617,NM_002070
GNAI3	4732	3146	21.36395	NM_006496
GNAL	5552	191	1.105482	NM_001142339,NM_182978,NM_001261443,NM_001261444
GNAO1	6211	155	0.8019324	NM_020988,NM_138736
GNAQ	6343	2429	12.30553	NM_002072
GNAS	1976	30234	491.6729	NM_001309840,NM_001309842,NM_001309883,NM_001077489,NR_132272,NR_132273,NM_001077488,NM_001077490,NM_001309861,NM_016592,NM_080426,NM_080425,NM_000516
GNAS-AS1	1157	4	0.1110949	NR_002785
GNAT1	3599	0	0	NM_000172,NM_144499
GNAT2	1365	8	0.1883323	NM_005272
GNAT3	1184	0	0	NM_001102386
GNAZ	3340	0	0	NM_002073
GNB1	3194	9198	92.53927	NM_001282538,NM_001282539,NM_002074
GNB1L	1519	262	5.542569	NM_053004
GNB2	1664	5985	115.5789	NM_005273
GNB3	1730	31	0.5758153	NM_001297571,NM_002075
GNB4	6428	2331	11.6529	NM_021629
GNB5	2979	686	7.399821	NM_016194,NM_006578
GNE	5091	1133	7.151455	NM_001128227,NM_005476,NM_001190383,NM_001190384,NM_001190388
GNG10	1252	3012	77.30689	NM_001017998,NM_001198664
GNG11	954	1291	43.4856	NM_004126
GNG12	4409	7459	54.36359	NM_018841
GNG12-AS1	2247	5	0.07150469	NR_040077
GNG13	984	0	0	NM_016541
GNG2	3882	640	5.297757	NM_001243774,NM_053064,NM_001243773
GNG3	951	0	0	NM_012202
GNG4	4868	0	0	NM_001098721,NM_001098722,NM_004485
GNG5	806	2524	100.6287	NM_005274
GNG7	4246	33	0.2497477	NM_052847
GNG8	213	0	0	NM_033258
GNGT1	717	0	0	NM_021955,NM_001329426
GNGT2	913	0	0	NM_031498,NM_001198755,NM_001198754,NM_001198756
GNL1	7909	2759	11.2098	NM_005275,NM_005275,NM_005275,NM_005275,NM_005275,NM_005275,NM_005275,NM_005275
GNL2	2217	1422	20.61111	NM_001323623,NM_013285,NM_001323624
GNL3	2042	1861	29.28588	NM_206825,NM_206826,NM_014366
GNL3L	8690	461	1.704703	NM_019067,NM_001184819
GNLY	924	0	0	NM_006433,NM_012483,NM_001302758
GNMT	1076	0	0	NM_001318865,NR_134899,NM_018960
GNPAT	2497	1209	15.55877	NM_014236,NM_001316350
GNPDA1	2297	1987	27.79742	NM_005471
GNPDA2	2154	726	10.83075	NR_073095,NR_073094,NM_138335,NM_001270880,NM_001270881
GNPNAT1	3928	1286	10.52052	NM_198066
GNPTAB	5630	3764	21.48369	NM_024312
GNPTG	1245	3705	95.6283	NM_032520
GNRH1	1281	31	0.7776428	NM_000825,NM_001083111
GNRH2	418	0	0	NM_001501,NM_178332,NM_178331,NM_001310220
GNRHR	5837	0	0	NM_001012763,NM_000406
GNRHR2	1626	109	2.154138	NR_104033,NR_104034,NR_002328
GNS	5128	11637	72.92234	NM_002076
GOLGA1	4882	604	3.975637	NM_002077
GOLGA2	4260	3965	29.90895	NM_004486
GOLGA2P10	2961	360	3.906894	NR_033936,NR_033936,NR_033936,NR_103496,NR_103496,NR_026811,NR_026811,NR_026811,NR_103496
GOLGA2P11	2918	0	0	NR_136885
GOLGA2P2Y	1062	0	0	NR_001555,NR_001555
GOLGA2P3Y	1062	0	0	NR_002195,NR_002195
GOLGA2P5	2331	14	0.1929982	NR_024261,NR_036632
GOLGA2P6	2884	0	0	NR_120609
GOLGA2P7	3356	223	2.135259	NR_027001
GOLGA2P9	2033	0	0	NR_033899
GOLGA3	3784	3236	27.48052	NM_005895,NM_001172557
GOLGA4	7886	3028	12.33862	NM_001172713,NM_002078
GOLGA5	2967	2493	27.00053	NM_005113
GOLGA6A	3176	0	0	NM_001038640
GOLGA6B	3178	0	0	NM_018652
GOLGA6C	5379	3	0.01792203	NM_001164404
GOLGA6D	3449	0	0	NM_001145224
GOLGA6L1	3822	0	0	NM_001001413
GOLGA6L10	4449	129	0.9317403	NM_001322400,NM_001164465
GOLGA6L17P	1846	2	0.03481496	NR_111962
GOLGA6L2	3151	0	0	NM_001304388
GOLGA6L22	3777	0	0	NM_001271664,NM_001271664
GOLGA6L3	1672	2	0.03843805	NM_001310153
GOLGA6L4	4563	158	1.11269	NM_001267536
GOLGA6L5P	5471	57	0.3347925	NR_003246
GOLGA6L6	4009	0	0	NM_001145004
GOLGA6L7P	1156	0	0	NR_047567
GOLGA6L9	4374	73	0.5363048	NM_001291420,NM_001291420,NM_198181,NM_198181
GOLGA7	1904	2408	40.64032	NM_001002296,NM_001174124,NM_016099
GOLGA7B	6448	0	0	NM_001010917
GOLGA8A	6525	313	1.541457	NM_181077,NR_027409
GOLGA8B	6518	235	1.158567	NM_001023567,NR_027410
GOLGA8CP	5282	0	0	NR_027411
GOLGA8DP	5339	0	0	NR_027407
GOLGA8EP	5269	0	0	NR_033350
GOLGA8F	4511	0	0	NR_033351,NR_033351
GOLGA8G	5282	0	0	NR_033353,NR_033353
GOLGA8H	5260	20	0.1221833	NM_001282490
GOLGA8IP	1899	0	0	NR_024074
GOLGA8J	5199	25	0.1545211	NM_001282472
GOLGA8K	5188	0	0	NM_001282493
GOLGA8M	5256	17	0.1039348	NM_001282468
GOLGA8N	5329	74	0.4462247	NM_001282494
GOLGA8O	5189	137	0.8484074	NM_001277308
GOLGA8R	5172	1	0.00621311	NM_001282484
GOLGA8S	5454	0	0	NR_038843
GOLGA8T	3471	0	0	NR_033933
GOLGB1	11119	3067	8.863712	NM_004487,NM_001256487,NM_001256486,NM_001256488
GOLIM4	4243	3248	24.59861	NM_014498,NM_001308155
GOLM1	3078	3220	33.61668	NM_016548,NM_177937
GOLPH3	2676	3795	45.57149	NM_022130
GOLPH3L	3171	942	9.546018	NM_018178
GOLT1A	883	0	0	NM_198447
GOLT1B	3272	1860	18.267	NM_016072
GON4L	7824	799	3.281599	NM_001282861,NM_001282856,NM_032292,NM_001282860,NM_001282858
GON7	1176	255	6.967876	NM_032490
GOPC	4627	1468	10.19516	NM_001017408,NM_020399
GORAB	2583	527	6.556224	NR_027397,NM_001320252,NM_001146039,NM_152281
GORASP1	3278	1609	15.77301	NM_001278790,NM_001278789,NR_103867,NM_031899,NR_103866
GORASP2	3177	4294	43.43226	NM_001201428,NM_015530
GOSR1	5209	1091	6.730355	NM_004871,NM_001007024,NM_001007025
GOSR2	3975	1514	12.23929	NM_001321134,NM_054022,NM_001012511,NM_001321133,NM_001330252,NM_004287
GOT1	2127	731	11.04377	NM_002079
GOT1L1	1377	0	0	NM_152413
GOT2	2462	1548	20.20461	NM_001286220,NM_002080
GP1BA	2523	0	0	NM_000173
GP1BB	958	128	4.293506	NM_000407
GP2	3444	0	0	NM_001007241,NM_001007242,NM_001007240,NM_001502
GP5	3493	0	0	NM_004488
GP6	2208	0	0	NM_001083899,NM_016363,NM_001256017
GP9	894	0	0	NM_000174
GPA33	2802	0	0	NM_005814
GPAA1	2067	4633	72.02602	NM_003801
GPALPP1	1642	359	7.025688	NM_001316951,NM_018559,NM_001316952
GPAM	6387	440	2.213723	NM_020918,NM_001244949
GPANK1	2662	792	9.560591	NM_001199240,NM_001199239,NM_033177,NM_033177,NM_033177,NM_033177,NM_001199240,NM_033177,NM_001199240,NM_033177,NM_001199240,NM_033177,NM_001199240,NM_001199240,NM_001199238,NM_001199238,NM_001199237,NM_001199238,NM_001199239,NM_001199238,NM_001199237,NM_001199237,NM_001199238,NM_001199237,NM_001199237,NM_001199237,NM_001199239,NM_001199237,NM_001199239,NM_001199239,NM_001199239,NM_001199238,NM_001199239,NM_001199240,NM_001199238
GPAT2	2808	88	1.007055	NM_207328,NM_001321525,NM_001321527,NM_001321526,NM_001321530,NM_001321529,NM_001321528,NM_001321531
GPAT3	2635	21	0.256098	NM_032717,NM_001256421,NM_001256422
GPAT4	6310	2676	13.62776	NM_178819
GPATCH1	3483	189	1.743717	NM_018025,NR_135270
GPATCH11	3637	442	3.905229	NM_174931,NM_001322249,NM_001278505
GPATCH2	3248	305	3.017529	NM_018040,NM_001297754
GPATCH2L	5315	562	3.397822	NM_001322029,NM_001322030,NM_001322028,NM_017926,NM_001322032,NM_001322026,NR_110314,NM_017972,NM_001322027,NM_001322031
GPATCH3	2129	436	6.580796	NM_022078
GPATCH4	2081	378	5.836968	NM_182679,NM_015590
GPATCH8	7173	1227	5.496818	NM_001304941,NM_001304943,NM_001304942,NM_001304939,NM_001002909,NM_001304940
GPBAR1	1382	5	0.1162598	NM_001077194,NM_001077191,NM_001321950,NM_170699
GPBP1	4698	2162	14.78803	NM_022913,NM_001127236,NM_001127235,NM_001203246,NM_001331037
GPBP1L1	3738	1767	15.19025	NM_021639
GPC1	3686	2908	25.35168	NM_002081
GPC2	2591	23	0.2852516	NM_152742
GPC3	2316	149	2.067356	NM_001164619,NM_001164618,NM_001164617,NM_004484
GPC4	3714	576	4.983657	NM_001448
GPC5	2942	0	0	NM_004466
GPC5-AS1	378	0	0	NR_046520,NR_049776,NR_049775
GPC5-AS2	415	0	0	NR_120382
GPC6	7119	2389	10.78362	NM_005708
GPC6-AS1	698	0	0	NR_046535
GPC6-AS2	651	0	0	NR_046536
GPCPD1	5459	479	2.819616	NM_019593
GPD1	3014	16	0.1705864	NM_005276,NM_001257199
GPD1L	4062	346	2.737183	NM_015141
GPD2	6029	549	2.926137	NM_000408,NM_001083112
GPER1	2644	717	8.714155	NM_001039966,NM_001505,NM_001098201
GPHA2	747	0	0	NM_130769
GPHB5	542	0	0	NM_145171
GPHN	4302	334	2.494845	NM_001024218,NM_020806
GPI	4160	3712	28.6736	NM_001329910,NM_001289790,NM_001329911,NM_001184722,NM_001289789,NM_000175,NM_001329909
GPIHBP1	610	0	0	NM_178172,NM_001301772
GPKOW	1746	813	14.96284	NM_015698
GPLD1	5832	17	0.09366967	NM_001503
GPM6A	3109	1	0.01033587	NM_201592,NR_048571,NM_001261447,NM_201591,NM_005277,NM_001261448
GPM6B	4995	781	5.024387	NM_001001994,NM_005278,NM_001318729,NM_001001995,NM_001001996
GPN1	1834	912	15.9795	NM_001145049,NM_001145048,NM_001145047,NR_026735,NM_007266
GPN2	1510	353	7.512169	NM_018066
GPN3	1605	379	7.588078	NM_016301,NM_001164373,NM_001164372
GPNMB	2766	32470	377.2226	NM_002510,NM_001005340
GPR1	2158	583	8.681298	NM_001098199,NM_005279,NM_001261452,NM_001261453,NM_001261455,NM_001261454
GPR101	1527	0	0	NM_054021
GPR107	3048	3752	39.55628	NM_020960,NM_001136557,NM_001136558,NM_001287346
GPR108	2076	1711	26.48441	NM_001080452
GPR119	1193	0	0	NM_178471
GPR12	4848	0	0	NM_005288
GPR132	2886	3	0.03340354	NM_001278694,NM_013345,NM_001278695,NM_001278696
GPR135	1820	11	0.1942177	NM_022571
GPR137	1591	1228	24.80252	NM_001170881,NM_001170880,NM_001177358,NM_020155,NM_001170726
GPR137B	2042	1316	20.70941	NM_003272
GPR137C	3888	27	0.2231542	NM_001099652
GPR139	1474	0	0	NM_001318483,NM_001002911
GPR141	3815	0	0	NM_181791,NM_001329993,NM_001329994
GPR142	1389	0	0	NM_001331076,NM_001331077,NM_181790
GPR143	1696	0	0	NM_000273
GPR146	1987	29	0.4689945	NM_001303473,NM_001303474,NM_138445
GPR148	1267	0	0	NM_207364
GPR149	2323	0	0	NM_001038705
GPR15	2781	0	0	NM_005290
GPR150	1305	6	0.1477435	NM_199243
GPR151	1260	0	0	NM_194251
GPR152	1429	0	0	NM_206997
GPR153	4082	2507	19.73554	NM_207370
GPR155	7553	273	1.161477	NM_001267050,NM_001267051,NM_152529,NM_001033045
GPR156	4181	4	0.03074308	NM_153002,NM_001168271
GPR157	1153	2	0.05574017	NM_024980
GPR158	6662	15	0.07235261	NM_020752
GPR158-AS1	2433	0	0	NR_027333
GPR160	2013	0	0	NM_014373
GPR161	8257	868	3.378042	NM_001267614,NM_001267611,NM_001267613,NM_153832,NM_001267612,NM_001267610,NM_001267609
GPR162	1514	128	2.716763	NM_019858,NM_014449
GPR17	2305	0	0	NM_001161416,NM_005291,NM_001161415,NM_001161417
GPR171	1795	0	0	NM_013308
GPR173	4251	144	1.088526	NM_018969
GPR174	1258	0	0	NM_032553
GPR176	4521	3945	28.04013	NM_007223,NM_001271855,NM_001271854
GPR179	7980	0	0	NM_001004334
GPR18	1469	0	0	NM_005292,NM_001098200
GPR180	8875	912	3.302129	NM_180989
GPR182	1570	0	0	NM_007264
GPR183	1785	0	0	NM_004951
GPR19	1743	0	0	NM_006143
GPR1-AS	3708	0	0	NR_104359
GPR20	1526	0	0	NM_005293
GPR21	1595	0	0	NM_005294
GPR22	2966	10	0.1083419	NM_005295
GPR25	1224	0	0	NM_005298
GPR26	10304	4	0.01247446	NM_153442
GPR27	2657	0	0	NM_018971
GPR3	2114	3	0.045602	NM_005281
GPR31	960	0	0	NM_005299
GPR32	1269	0	0	NM_001506
GPR33	1077	0	0	NM_001197184,NR_036675
GPR34	1928	0	0	NM_005300,NM_001097579
GPR35	1635	35	0.6878882	NM_001195382,NM_001195381,NM_005301
GPR37	3815	0	0	NM_005302
GPR37L1	2459	0	0	NM_004767
GPR39	2821	18	0.2050392	NM_001508
GPR4	3047	46	0.4851242	NM_005282
GPR42	1129	0	0	NM_001348195
GPR45	1725	0	0	NM_007227
GPR50	2020	0	0	NM_004224
GPR50-AS1	1614	0	0	NR_135300
GPR52	1472	0	0	NM_005684
GPR55	3828	0	0	NM_005683
GPR6	1838	0	0	NM_001286099,NM_005284
GPR61	2823	0	0	NM_031936
GPR62	2191	0	0	NM_080865
GPR63	6088	12	0.06333943	NM_030784,NM_001143957
GPR65	4522	2	0.01421239	NM_003608
GPR68	2814	1521	17.36892	NM_001348437,NM_001177676,NM_003485
GPR75	2159	8	0.1190707	NM_006794
GPR75-ASB3	1966	256	4.184312	NM_001164165
GPR78	3552	0	0	NM_080819,NR_045511
GPR82	3349	0	0	NM_080817
GPR83	4282	0	0	NM_001330345,NM_016540
GPR84	1509	0	0	NM_020370
GPR85	4933	29	0.1889098	NM_001146265,NM_001146266,NM_001146267,NM_018970
GPR87	1519	0	0	NM_023915
GPR88	3465	40	0.3709576	NM_022049
GPR89A	2012	787	12.56939	NR_036541,NM_001097612,NM_001097613
GPR89B	2116	17	0.2581671	NM_016334
GPRASP1	5879	323	1.765496	NM_014710,NM_001099411,NM_001184727,NM_001099410
GPRASP2	3848	394	3.290249	NM_001004051,NM_001184874,NM_001184876,NM_138437,NM_001184875
GPRC5A	2852	38	0.4281556	NM_003979
GPRC5B	2927	3040	33.37478	NM_001304771,NM_016235
GPRC5C	2373	30	0.4062479	NM_018653,NM_022036
GPRC5D	1038	0	0	NM_018654
GPRC6A	2669	0	0	NM_001286354,NM_148963,NM_001286355
GPRIN1	4208	68	0.519279	NM_052899
GPRIN2	1823	0	0	NM_014696
GPRIN3	6352	1	0.005058912	NM_198281
GPS1	2090	1954	30.04318	NM_001321093,NM_001330539,NM_001330541,NM_212492,NM_001321091,NM_004127,NM_001321092,NM_001321090,NM_001321089
GPS2	1157	1330	36.93906	NM_004489
GPSM1	2265	2246	31.86465	NM_001145639,NM_001200003,NM_001145638,NM_015597
GPSM2	3033	1195	12.66086	NM_001321039,NM_001321038,NM_013296
GPSM3	1485	91	1.969167	NM_022107,NM_001276501,NM_022107,NM_001276501,NM_001276501,NM_001276501,NM_022107,NM_022107,NM_022107,NM_022107,NM_001276501,NM_001276501,NM_022107,NM_001276501
GPT	1886	0	0	NM_005309
GPT2	3958	637	5.171675	NM_133443,NM_001142466
GPX1	1430	9180	206.2881	NM_001329455,NM_000581,NM_001329503,NM_001329502,NM_201397
GPX2	1293	0	0	NR_138078,NM_002083,NR_046320,NR_046321
GPX3	1787	983	17.67651	NM_001329790,NM_002084
GPX4	929	13642	471.8782	NM_001039848,NM_001039847,NM_002085
GPX5	1523	0	0	NM_003996,NM_003996,NM_001509,NM_001509,NR_144470,NR_144470
GPX6	1712	0	0	NM_182701
GPX7	1229	1020	26.66956	NM_015696
GPX8	3509	7514	68.81061	NM_001008397,NR_131336,NM_001306197,NM_001306198,NR_131340,NR_131338,NR_131337,NM_001306201
GRAMD1A	2822	1326	15.09921	NM_001136199,NM_020895,NM_001320034,NM_001320035,NM_001320036
GRAMD1B	7636	187	0.786943	NM_020716,NM_001330396,NM_001286563,NM_001286564
GRAMD1C	3488	17	0.1566174	NM_017577,NM_001172105
GRAMD2	3292	0	0	NM_001012642
GRAMD3	2822	3390	38.60204	NM_001146319,NM_023927,NM_001146322,NM_001146321,NM_001146320
GRAMD4	4490	910	6.512723	NM_015124
GRAP	2033	4	0.06322519	NM_001330148,NM_006613
GRAP2	3138	0	0	NM_001291825,NM_004810,NM_001291824,NM_001291826,NM_001291828
GRAPL	967	7	0.2326158	NM_001129778
GRASP	1953	248	4.080534	NM_001271856,NM_181711
GRB10	5032	997	6.366813	NM_001001549,NM_001001550,NM_005311,NM_001001555
GRB14	2387	0	0	NM_001303422,NM_004490
GRB2	3303	2564	24.94463	NM_203506,NM_002086
GRB7	2262	6	0.08523662	NM_001242442,NM_001242443,NM_001030002,NM_001330207,NM_005310
GREB1	2347	3	0.04107483	NM_148903,NM_014668,NM_033090
GREB1L	9334	0	0	NM_001142966
GREM1	3928	94085	769.6912	NM_001191323,NM_013372,NM_001191322
GREM2	4183	1155	8.872821	NM_022469
GRHL1	3605	77	0.6863617	NM_198182
GRHL2	5229	2	0.01229077	NM_001330593,NM_024915
GRHL3	2869	1	0.01120049	NM_021180,NM_001195010,NM_198174,NM_198173
GRHPR	1235	2844	73.99974	NM_012203
GRIA1	5477	759	4.453143	NM_001258023,NM_001258021,NM_001258020,NM_001258019,NM_001258022,NM_001114183,NM_000827,NR_047578
GRIA2	5754	2	0.01116935	NM_001083620,NM_000826,NM_001083619
GRIA3	989	1195	38.82748	NM_007325,NM_000828,NM_001256743
GRIA4	5508	1	0.005834097	NM_001112812,NR_046356,NM_001077243,NM_001077244,NM_000829
GRID1	5849	42	0.2307466	NM_017551
GRID1-AS1	2102	0	0	NR_038986
GRID2	5054	0	0	NM_001510,NM_001286838
GRID2IP	4632	0	0	NM_001145118
GRIFIN	446	0	0	NM_001291784
GRIK1	6017	4	0.02136228	NM_001320616,NM_001330993,NM_001330994,NM_001320621,NM_001320618,NM_175611,NM_001320630,NM_000830
GRIK1-AS1	1093	0	0	NR_027021
GRIK1-AS2	1073	0	0	NR_033368
GRIK2	4592	43	0.3009083	NM_175768,NM_001166247,NM_021956
GRIK3	9219	0	0	NM_000831
GRIK4	5755	5	0.02791851	NM_001282473,NM_014619,NM_001282470
GRIK5	3533	3	0.02728633	NM_001301030,NM_002088
GRIN1	4271	1	0.007523813	NM_001185091,NM_000832,NM_007327,NM_001185090,NM_021569
GRIN2A	14449	0	0	NM_001134408,NM_001134407,NM_000833
GRIN2B	5941	0	0	NM_000834
GRIN2C	4270	2	0.01505115	NM_001278553,NR_103735,NM_000835
GRIN2D	5093	217	1.369158	NM_000836
GRIN3A	7771	24	0.09924346	NM_133445
GRIN3B	3281	36	0.352585	NM_138690
