Gene name	max length	read count	rpkm	IDs
CBLC	1591	0	0	NM_001130852,NM_012116
CBLL1	4429	563	6.816861	NM_024814,NR_024199,NM_001284291
CBLN1	2434	0	0	NM_004352
CBLN2	2894	0	0	NM_182511
CBLN3	2344	32	0.7321061	NM_001039771
CBLN4	3107	0	0	NM_080617
CBR1	1952	1260	34.61565	NM_001757,NM_001286789
CBR3	1112	323	15.57684	NM_001236
CBR3-AS1	1575	18	0.6128774	NR_038893,NR_038894,NR_038892
CBR4	3501	263	4.028518	NM_032783
CBS	2656	777	15.68826	NM_000071,NM_001178008,NM_001320298,NM_001178009,NM_001321072
CBSL	2383	0	0	NM_001321073
CBWD1	1723	598	18.6122	NM_001145355,NM_001145356,NM_018491
CBWD2	1925	281	7.828116	NM_001330337,NR_138473,NM_001330336,NM_172003,NM_001330342,NM_001330340,NR_138474,NM_001330339
CBWD3	1723	14	0.435737	NM_001291821,NM_201453
CBWD5	2864	630	11.79639	NR_104600,NM_001330668,NM_001024916,NM_001286836,NM_001286836,NM_001286836,NM_001286835
CBWD6	1719	100	3.11965	NM_001085457
CBX1	2422	4053	89.73961	NM_001127228,NM_006807
CBX2	1077	122	6.074714	NM_005189,NM_032647
CBX3	2102	3695	94.26781	NM_007276,NM_016587
CBX3P2	1429	2	0.07505497	NR_033754
CBX4	2649	269	5.445679	NM_003655
CBX5	11702	3601	16.50231	NM_001127321,NM_012117,NM_001127322
CBX6	6165	2204	19.17168	NM_001303494,NM_014292
CBX7	3800	256	3.612751	NM_175709,NM_001346743,NM_001346744
CBX8	1546	53	1.838434	NM_020649
CBY1	1271	408	17.21457	NM_015373,NM_001002880
CBY3	810	1	0.0662059	NM_001164444
CC2D1A	3640	374	5.510004	NM_017721
CC2D1B	5342	845	8.482708	NM_032449,NM_001330585
CC2D2A	1665	330	10.62873	NM_001164720,NM_001080522,NM_020785
CC2D2B	1176	0	0	NM_001159747,NM_001001732,NM_001349008,NM_001130446
CCAR1	4548	2052	24.19572	NM_001282959,NM_018237,NM_001282960,NR_104262
CCAR2	3809	1956	27.53845	NM_021174,NR_033902
CCAT1	2795	0	0	NR_108049
CCAT2	1752	0	0	NR_109834
CCBE1	6260	998	8.549444	NM_133459
CCDC102A	2429	220	4.857098	NM_033212
CCDC102B	2711	10	0.1978118	NM_001093729,NM_024781
CCDC103	1795	45	1.344404	NM_001258396,NM_001258398,NM_001258395,NM_213607,NM_001258399,NM_001258397
CCDC105	1751	0	0	NM_173482
CCDC106	1992	106	2.853634	NM_013301
CCDC107	1230	273	11.90253	NM_001195201,NM_001195200,NM_174923,NM_001195217
CCDC110	2896	12	0.2222104	NM_001145411,NM_152775
CCDC112	2496	388	8.336214	NM_152549,NM_001040440
CCDC113	5266	119	1.211847	NM_001142302,NM_014157
CCDC114	3220	2	0.03330856	NM_144577
CCDC115	2191	335	8.199439	NM_001321119,NM_032357,NR_104471,NM_001321118,NR_135548
CCDC116	1832	5	0.1463613	NM_152612,NM_001331066
CCDC117	3717	731	10.54646	NM_173510,NM_001284264,NM_001284263,NM_001284265
CCDC12	863	235	14.60289	NM_144716,NR_102269,NM_001277074
CCDC120	3620	102	1.511031	NM_001271835,NM_001163322,NM_001163323,NM_001271836,NM_033626,NM_001163321
CCDC121	2361	25	0.5678396	NM_001142683,NM_024584
CCDC122	2008	45	1.201795	NM_144974
CCDC124	987	929	50.47546	NM_138442,NM_001136203
CCDC125	3464	119	1.842259	NM_176816,NM_001297697,NM_001297696
CCDC126	2473	104	2.25523	NM_138771
CCDC127	1420	333	12.57586	NM_145265
CCDC129	3824	0	0	NR_047565,NM_194300,NM_001257967,NM_001257968
CCDC13	2830	7	0.1326457	NM_144719
CCDC130	2054	263	6.866525	NM_001320569,NM_001320565,NM_030818,NM_001320566,NM_001320567,NM_001320568,NM_001320564,NM_001320561
CCDC134	988	75	4.070858	NM_024821,NM_001304797
CCDC136	1729	166	5.148667	NM_022742,NM_001201372
CCDC137	2108	791	20.12276	NM_199287
CCDC138	2409	116	2.582277	NM_001303106,NM_001303105,NR_130121,NM_144978
CCDC13-AS1	554	0	0	NR_046732
CCDC14	4182	948	12.15643	NM_001308317,NM_022757
CCDC140	1699	2	0.06312746	NM_153038
CCDC141	9127	1	0.005875619	NM_001316745,NM_173648
CCDC142	4339	169	2.088713	NM_032779
CCDC144A	5830	41	0.3771351	NR_130142,NM_014695
CCDC144B	8695	169	1.042315	NR_036647
CCDC144CP	4204	5	0.06378066	NR_023380
CCDC144NL	2806	0	0	NM_001004306
CCDC144NL-AS1	3469	0	0	NR_104185
CCDC146	3333	20	0.3217928	NM_020879
CCDC148	2846	7	0.1319	NM_001301684,NM_001301685,NM_138803
CCDC148-AS1	795	0	0	NR_038850
CCDC149	4062	383	5.05639	NM_001130726,NM_001330644,NM_001330643,NM_173463
CCDC15	3893	181	2.493308	NM_025004
CCDC150	3685	61	0.887716	NM_001080539
CCDC151	1981	8	0.2165645	NM_145045,NM_001302453,NM_001302454
CCDC152	3491	253	3.886444	NM_001134848
CCDC153	767	2	0.1398351	NM_001145018
CCDC154	2191	3	0.07342781	NM_001143980
CCDC155	2383	0	0	NM_144688
CCDC157	1759	53	1.615815	NM_001318334,NM_001017437,NM_001318335
CCDC158	3626	5	0.07394757	NM_001042784
CCDC159	1063	39	1.967492	NM_001080503
CCDC160	1299	1	0.04128312	NM_001101357
CCDC162P	715	0	0	NR_028595
CCDC163	2041	23	0.6043194	NR_033297,NR_033298,NR_033296
CCDC166	1320	0	0	NM_001162914
CCDC167	620	162	14.01216	NM_138493
CCDC168	21470	7	0.01748428	NM_001146197
CCDC169	1115	19	0.9138195	NM_001144981,NM_001144982,NM_001144983,NM_001144984,NM_001144985,NM_001198908,NM_001144986
CCDC169-SOHLH2	2650	13	0.2630748	NM_001198910
CCDC17	2223	3	0.07237082	NM_001114938,NM_001190182
CCDC170	5283	23	0.2334688	NM_025059
CCDC171	6777	59	0.4668703	NM_173550,NM_001348002
CCDC172	1699	0	0	NM_198515
CCDC173	2169	7	0.1730694	NM_001085447
CCDC174	2865	284	5.315883	NM_016474,NR_135523
CCDC175	2610	0	0	NM_001164399
CCDC177	4179	0	0	NM_001271507
CCDC178	3427	0	0	NM_001105528,NM_198995,NM_001308126
CCDC179	800	0	0	NM_001195637
CCDC18	4787	347	3.887297	NM_206886,NM_001306076
CCDC180	7091	58	0.4386339	NM_001348010,NM_020893
CCDC181	1914	4	0.1120727	NM_001300968,NM_001300969,NM_021179
CCDC182	849	0	0	NM_001282544
CCDC183	1716	0	0	NM_001039374
CCDC183-AS1	2386	12	0.2697072	NR_024580
CCDC184	2344	91	2.081927	NM_001013635
CCDC185	2098	0	0	NM_152610
CCDC186	7245	520	3.848989	NR_135815,NM_153249,NM_001321829,NM_018017
CCDC188	633	3	0.2541553	NM_001243537
CCDC189	1212	17	0.7521908	NM_001014979,NM_001195620
CCDC18-AS1	4033	41	0.5451767	NR_034089
CCDC190	1552	0	0	NM_178550
CCDC191	3976	74	0.9980839	NM_020817
CCDC192	927	0	0	NM_001317938
CCDC22	2319	314	7.261237	NM_014008
CCDC24	1469	37	1.350708	NR_146064,NM_001349128,NM_152499,NM_001349129,NM_001349127
CCDC25	3640	768	11.31466	NM_001304529,NM_001304532,NR_130762,NM_001304530,NR_130761,NM_018246
CCDC26	1666	0	0	NR_130917,NR_130918,NR_130919,NR_130920
CCDC27	2174	0	0	NM_152492
CCDC28A	1496	128	4.588387	NM_015439
CCDC28B	1092	69	3.388505	NM_001301011,NM_024296
CCDC3	3303	12	0.1948293	NM_031455,NM_001282658
CCDC30	3098	4	0.06924051	NM_001080850
CCDC33	2787	0	0	NM_182791,NM_001287181,NM_025055
CCDC34	2120	422	10.67476	NM_030771,NM_080654
CCDC36	2994	126	2.256838	NM_001135197,NM_178173
CCDC37-AS1	762	0	0	NR_103788,NR_103787,NR_103789
CCDC38	1954	0	0	NM_182496
CCDC39	3854	29	0.4035227	NM_181426
CCDC40	3546	20	0.3024635	NM_001330508,NM_017950,NM_001243342
CCDC42	1158	0	0	NM_144681,NM_001158261
CCDC43	2138	553	13.87072	NM_001099225,NM_144609
CCDC47	3419	2682	42.06698	NM_020198
CCDC50	8949	1706	10.22318	NM_174908,NM_178335
CCDC51	1488	223	8.036809	NM_001256965,NM_001256964,NM_001256966,NM_001256968,NM_001256969,NM_024661,NM_001256967
CCDC54	1294	0	0	NM_032600
CCDC57	2997	194	3.471336	NM_001316321,NM_198082
CCDC58	746	291	20.91876	NM_001017928,NM_001308326
CCDC59	1617	459	15.22244	NR_033192,NM_014167
CCDC6	5826	1594	14.67235	NM_005436
CCDC60	2450	0	0	NM_178499
CCDC61	1823	140	4.118348	NM_001267723
CCDC62	2494	3	0.06450695	NM_201435,NR_027918
CCDC63	1993	0	0	NM_001286244,NM_001286243,NM_152591
CCDC65	1815	9	0.2659179	NM_001286957,NM_033124
CCDC66	3117	209	3.595764	NM_001141947,NM_001012506,NR_024460
CCDC68	4029	12	0.1597223	NM_025214,NM_001143829
CCDC69	3399	64	1.009742	NM_015621
CCDC7	4305	21	0.261594	NM_001321115,NM_001026383,NM_145023,NR_109826,NR_109827
CCDC70	1187	0	0	NM_001346075,NM_031290
CCDC71	1812	381	11.27583	NM_022903
CCDC71L	6827	1083	8.507074	NM_175884
CCDC73	4032	46	0.6118134	NM_001008391
CCDC74A	1508	213	7.574605	NM_001258306,NM_001258305,NM_138770,NM_001349047,NM_001349046,NM_001349045,NM_001258304,NM_001349043,NM_001349042,NM_001349041,NM_001349044
CCDC74B	1355	105	4.155581	NM_207310,NM_001258307
CCDC77	2367	366	8.2921	NM_001130146,NM_001130147,NM_001130148,NM_032358
CCDC78	1611	8	0.266303	NM_001031737
CCDC8	3334	460	7.399015	NM_032040
CCDC80	4712	9561	108.8127	NM_199512,NM_199511
CCDC81	2781	7	0.1349829	NM_021827,NM_001156474
CCDC82	2730	742	14.57548	NM_001318737,NM_001318736,NM_024725
CCDC83	2357	0	0	NM_001286159,NM_173556
CCDC84	1258	67	2.856116	NR_104051,NR_104050,NR_104049,NM_198489
CCDC85A	3848	156	2.174058	NM_001348516,NM_001080433,NM_001348515,NM_001348512,NM_001348513,NM_001348514
CCDC85B	1232	2003	87.18704	NM_006848
CCDC85C	5671	175	1.654856	NM_001144995
CCDC86	2015	868	23.10077	NM_024098
CCDC87	2915	4	0.07358734	NM_018219
CCDC88A	9591	2412	13.48637	NM_018084,NM_001135597,NM_001254943
CCDC88B	4920	2	0.0217995	NM_032251
CCDC88C	7543	5	0.03554738	NM_001080414
CCDC89	2434	64	1.410071	NM_152723
CCDC9	2078	337	8.696932	NM_015603
CCDC90B	3914	1073	14.70146	NM_001286120,NM_001286119,NM_001286116,NM_001286117,NM_021825,NM_001286118
CCDC91	2548	499	10.50226	NM_001330367,NM_018318
CCDC92	2151	792	19.74542	NM_001304959,NM_025140,NM_001304961,NM_001304960,NM_001304958,NM_001304957
CCDC93	6929	1522	11.77947	NM_019044
CCDC94	1446	198	7.343086	NM_018074
CCDC96	2153	28	0.6974221	NM_153376
CCDC97	3348	469	7.512234	NM_001346100,NM_052848
CCEPR	2502	1	0.02143356	NR_131782
CCER1	730	0	0	NM_152638,NR_130711
CCER2	1057	1	0.05073489	NM_001243212
CCHCR1	2958	454	8.230749	NM_001105563,NM_001105563,NM_001105563,NM_001105563,NM_001105563,NM_019052,NM_001105564,NM_019052,NM_019052,NM_019052,NM_001105563,NM_019052,NM_001105564,NM_001105564,NM_019052,NM_001105564,NM_001105564,NM_001105564
CCIN	1943	120	3.311999	NM_005893
CCK	1516	4	0.1414955	NM_001174138,NM_000729
CCKAR	1682	0	0	NM_000730
CCKBR	2183	0	0	NM_001318029,NM_176875
CCL1	594	0	0	NM_002981
CCL11	925	0	0	NM_002986
CCL13	851	0	0	NM_005408
CCL14	554	0	0	NM_032963,NM_032962
CCL15	1080	0	0	NM_032965
CCL15-CCL14	1423	0	0	NR_027921,NR_027922
CCL16	1512	0	0	NM_004590
CCL17	615	0	0	NM_002987
CCL18	781	0	0	NM_002988
CCL19	684	0	0	NM_006274
CCL2	747	44	3.158739	NM_002982
CCL20	839	2	0.127835	NM_004591,NM_001130046
CCL21	895	0	0	NM_002989
CCL22	2918	0	0	NM_002990
CCL23	575	0	0	NM_005064,NM_145898
CCL24	360	0	0	NM_002991
CCL25	1002	0	0	NM_001201359,NM_005624
CCL26	562	51	4.866487	NM_006072
CCL27	459	1	0.1168339	NM_006664
CCL28	1357	54	2.134006	NM_001301874,NM_001301875,NM_148672,NM_001301873
CCL3	796	0	0	NM_002983
CCL3L1	976	0	0	NM_021006,NM_021006,NR_111964
CCL3L3	774	4	0.277141	NM_001001437,NM_001001437
CCL4	667	0	0	NM_002984
CCL4L1	822	0	0	NR_111969,NR_111969,NM_207007,NM_207007
CCL4L2	1258	0	0	NM_001291468,NM_001291468,NM_001291469,NR_111970,NM_001291471,NM_001291472,NR_111970,NM_001291475,NM_001291473,NM_001291473,NM_001291474,NM_001291470
CCL5	1229	0	0	NM_001278736,NM_002985
CCL7	815	1	0.06579973	NM_006273
CCL8	1250	0	0	NM_005623
CCM2	1882	917	26.12952	NM_001167935,NM_031443,NR_030770,NM_001167934,NM_001029835
CCM2L	2532	0	0	NM_080625
CCNA1	1965	0	0	NM_001111047,NM_001111046,NM_001111045,NM_003914
CCNA2	2866	2567	48.03208	NM_001237
CCNB1	2167	3442	85.17921	NM_031966
CCNB1IP1	1505	308	10.97478	NM_182849,NM_182852,NM_021178
CCNB2	1549	1266	43.82924	NM_004701
CCNB3	1199	1	0.04472625	NM_033031,NM_033670
CCNC	2085	916	23.55977	NM_005190,NM_001013399
CCND1	4289	25783	322.3733	NM_053056
CCND2	6522	237	1.948719	NM_001759
CCND2-AS1	553	0	0	NR_125790
CCND3	1866	1187	34.11307	NM_001287427,NM_001136125,NM_001136017,NM_001760,NM_001287434,NM_001136126
CCNDBP1	3650	784	11.51874	NR_045998,NR_045999,NR_027514,NR_027513,NM_012142
CCNE1	1821	180	5.300835	NM_001238,NM_001322262,NM_001322261,NM_001322259
CCNE2	2726	453	8.911566	NM_057749
CCNF	4179	560	7.186168	NM_001761,NM_001323538
CCNG1	2368	2464	55.80083	NM_004060,NM_199246
CCNG2	5474	732	7.171136	NM_004354
CCNH	1509	386	13.71765	NM_001239,NM_001199189
CCNI	1720	2569	80.09721	NM_001348138,NM_006835,NM_001348137,NM_001348135,NM_001348139,NM_001348136,NM_001348132,NM_001348133,NM_001348140,NM_001348134
CCNI2	2642	0	0	NM_001287253,NM_001039780,NM_001287252
CCNJ	4102	200	2.614665	NM_019084,NM_001134375,NM_001134376
CCNJL	3176	34	0.5740902	NR_131769,NM_024565,NM_001308173
CCNK	2606	1108	22.80064	NM_001099402
CCNL1	2932	628	11.48623	NM_001308185,NM_020307
CCNL2	3839	1800	25.1441	NR_135154,NM_030937,NM_001039577,NM_001320155,NM_001320153
CCNO	1469	2	0.07301126	NR_125347,NR_125348,NR_125346,NM_021147
CCNT1	6915	820	6.359213	NM_001240,NM_001277842
CCNT2	6923	679	5.259654	NM_001241,NM_001320748,NM_001320749,NR_135468,NR_037649,NM_058241
CCNT2-AS1	1405	15	0.5725279	NR_036549
CCNY	4769	1579	17.75565	NM_145012,NM_181698,NM_001282854,NM_001282852,NM_001282853
CCNYL1	3659	734	10.7576	NM_001142300,NM_001330218,NM_152523
CCNYL2	3305	0	0	NR_103829
CCP110	5358	617	6.175386	NM_001199022,NM_001323577,NM_014711,NM_001323569,NM_001323570,NM_001323576,NM_001323571,NM_001323572
CCPG1	3720	1494	21.5372	NM_020739,NM_001204451,NM_004748,NM_001204450
CCR1	2676	0	0	NM_001295
CCR10	1244	12	0.5173001	NM_016602
CCR2	2672	0	0	NM_001123396,NM_001123041
CCR3	1786	0	0	NM_001164680,NM_178329,NM_001837,NM_178328
CCR4	1657	0	0	NM_005508
CCR5	3661	0	0	NM_001100168,NM_000579
CCR6	3216	3	0.05002498	NM_031409,NM_004367
CCR7	2280	2	0.04704103	NM_001301714,NM_001838,NM_001301716,NM_001301717,NM_001301718
CCR8	1487	0	0	NM_005201
CCR9	2518	0	0	NM_001256369,NM_031200,NM_006641
CCRL2	1729	1	0.03101606	NM_001130910,NM_003965
CCS	1032	216	11.22421	NM_005125
CCSAP	5121	291	3.047333	NM_145257
CCSER1	6205	0	0	NM_207491,NM_001145065
CCSER2	2076	1304	33.68464	NM_018999,NM_001284240,NM_001284242,NM_001284243,NM_001284241
CCT2	1954	4504	123.6105	NM_001198842,NM_006431
CCT3	2107	6077	154.6701	NM_001008800,NR_036565,NR_036564,NM_005998
CCT4	2259	5181	122.9926	NM_006430,NM_001256721
CCT5	3510	7415	113.2885	NM_001306155,NM_012073,NM_001306156,NM_001306153,NM_001306154
CCT6A	2529	6519	138.2337	NM_001762,NM_001009186
CCT6B	1787	21	0.6301972	NM_001193530,NM_006584,NM_001193529
CCT6P1	1766	61	1.85234	NR_003110
CCT6P3	2244	31	0.7408333	NR_033416
CCT7	1675	5122	163.9859	NM_006429,NM_001009570,NR_029402,NR_029403,NM_001166285,NM_001166284
CCT8	2315	4482	103.8251	NM_006585,NM_001282909,NM_001282908,NM_001282907
CCT8L2	2053	0	0	NM_014406
CCZ1	1824	1529	44.95359	NM_015622
CCZ1B	1836	179	5.228319	NM_198097
CD101	3563	1	0.01505102	NM_001256106,NM_001256111,NM_001256109,NM_004258
CD109	8922	13276	79.79703	NM_133493,NM_001159587,NM_001159588
CD14	1648	3	0.09762156	NM_001174105,NM_000591,NM_001040021,NM_001174104
CD151	1487	6072	218.979	NM_001039490,NM_139029,NM_004357,NM_139030
CD160	1161	1	0.04619016	NM_007053,NR_103845
CD163	4107	17	0.2219759	NM_004244,NM_203416
CD163L1	4645	3	0.03463516	NM_174941,NM_001297650
CD164	2992	9223	165.3074	NM_001142404,NM_006016,NM_001142403,NM_001142401,NM_001142402,NM_001346500
CD164L2	946	0	0	NM_207397,NM_001330448
CD177	2222	19	0.4585548	NM_020406
CD180	2715	0	0	NM_005582
CD19	1955	1	0.02743058	NM_001178098,NM_001770
CD1A	1587	0	0	NM_001763,NM_001320652
CD1B	1396	0	0	NM_001764
CD1C	2592	0	0	NM_001765
CD1D	1974	5	0.1358328	NM_001766,NM_001319145
CD1E	1820	0	0	NM_001185107,NM_001185110,NM_001185108,NM_001185112,NM_001185115,NM_001185113,NM_001042587,NM_030893,NM_001042586,NM_001042585,NM_001042584,NM_001042583,NM_001185114
CD2	1643	0	0	NM_001767,NM_001328609
CD200	2337	3	0.06884053	NM_001004196,NM_001318826,NM_001318828,NM_001318830,NM_005944
CD200R1	2203	0	0	NM_138940,NM_138939,NM_138806,NM_170780
CD200R1L	1365	0	0	NM_001008784,NM_001199215
CD207	1872	0	0	NM_015717
CD209	4326	0	0	NM_001144895,NM_001144896,NM_001144893,NM_001144897,NM_001144899,NR_026692,NM_001144894,NM_021155
CD22	3116	2	0.03442027	NM_001185099,NM_001771,NM_001185100,NM_001185101,NM_001278417
CD226	2815	11	0.209554	NM_006566,NM_001303619,NM_001303618
CD24	2101	141	3.598941	NM_001291738,NM_001291737,NR_117089,NM_013230,NM_001291739,NR_117090
CD244	2510	0	0	NM_001166664,NM_001166663,NM_016382
CD247	1678	0	0	NM_198053,NM_000734
CD248	2558	7215	151.2577	NM_020404
CD27	1320	0	0	NM_001242
CD274	3513	251	3.831574	NM_001314029,NM_001267706,NM_014143,NR_052005
CD276	3268	5537	90.8603	NM_001329628,NM_025240,NM_001024736,NM_001329629
CD27-AS1	2364	104	2.359215	NR_015382
CD28	4886	0	0	NM_001243078,NM_001243077,NM_006139
CD2AP	5409	867	8.595751	NM_012120
CD2BP2	3498	1253	19.20936	NM_006110,NM_001243646
CD300A	1456	0	0	NM_001330456,NM_001256841,NM_007261,NM_001330457
CD300C	1587	0	0	NM_006678
CD300E	3525	0	0	NM_181449
CD300LB	2294	1	0.02337697	NM_174892
CD300LD	644	0	0	NM_001115152
CD300LF	1969	0	0	NM_001289086,NR_110298,NM_001289082,NM_001289084,NM_001289083,NM_001289087,NM_139018,NM_001289085
CD300LG	1399	0	0	NM_001168324,NM_145273,NM_001168323,NM_001168322
CD302	3805	41	0.5778444	NM_001198764,NM_014880,NM_001198763
CD320	1125	827	39.42164	NM_016579,NM_001165895
CD33	1085	1	0.0494256	NM_001177608,NM_001772,NM_001082618
CD34	2616	44	0.9019794	NM_001773,NM_001025109
CD36	2104	19	0.4842722	NM_001001548,NM_001127444,NM_001001547,NM_001127443,NM_001289908,NR_110501,NM_001289911,NM_001289909,NM_000072
CD37	1243	3	0.1294291	NM_001040031,NM_001774
CD38	5694	0	0	NR_132660,NM_001775
CD3D	741	0	0	NM_001040651,NM_000732
CD3E	1513	0	0	NM_000733
CD3EAP	3286	295	4.814333	NM_001297590,NM_012099
CD3G	1311	0	0	NM_000073
CD4	2835	2	0.03783194	NM_000616,NM_001195017,NM_001195014,NM_001195015,NM_001195016
CD40	1535	83	2.899689	NM_001322422,NM_001302753,NM_001322421,NM_152854,NR_126502,NM_001250,NR_136327
CD40LG	1833	0	0	NM_000074
CD44	5603	28924	276.834	NM_001001392,NM_001001391,NM_001202556,NM_000610,NM_001202557,NM_001202555,NM_001001390,NM_001001389
CD46	3168	2372	40.15237	NM_172353,NM_002389,NM_153826,NM_172350,NM_172351,NM_172352,NM_172359,NM_172361
CD47	5288	2155	21.85433	NM_001777,NM_198793
CD48	1520	0	0	NM_001778,NM_001256030
CD5	3157	0	0	NM_001346456,NM_014207
CD52	505	0	0	NM_001803
CD53	1572	2	0.06822745	NM_001320638,NM_000560,NM_001040033
CD55	2881	1025	19.07929	NM_001300902,NM_000574,NM_001300904,NM_001114752,NM_001300903,NR_125349
CD58	1153	130	6.046384	NM_001144822,NR_026665,NM_001779
CD59	7780	22740	156.7446	NM_001127225,NM_000611,NM_203329,NM_001127226,NM_001127227,NM_001127223,NM_203331,NM_203330
CD5L	1736	0	0	NM_005894,NM_001347698
CD6	3089	0	0	NM_006725,NR_045638,NM_001254751,NM_001254750
CD63	777	14941	1031.194	NM_001257400,NM_001780,NM_001257390,NM_001257391,NM_001257389,NM_001257401,NM_001267698,NM_001257392
CD68	1774	1817	54.92664	NM_001251,NM_001040059
CD69	1676	1	0.03199688	NM_001781
CD7	1283	2	0.08359591	NM_006137
CD70	2431	11	0.2426551	NM_001252,NM_001330332
CD72	1548	4	0.1385705	NM_001782
CD74	1305	13	0.5342131	NM_001025159,NM_004355,NM_001025158
CD79A	1258	2	0.08525719	NM_021601,NM_001783
CD79B	964	0	0	NM_000626,NM_021602,NM_001039933,NM_001329050
CD80	2757	0	0	NM_005191
CD81	1497	5096	182.5531	NM_001297649,NM_004356
CD81-AS1	1174	4	0.1827147	NR_108080
CD82	1691	39	1.236809	NM_001024844,NM_002231
CD83	2474	69	1.495654	NM_004233,NM_001251901,NM_001040280
CD84	8228	0	0	NM_001184879,NM_001184881,NM_001184882,NM_001330742,NM_003874
CD86	2780	0	0	NM_176892,NM_175862,NM_001206924,NM_001206925,NM_006889
CD8A	3054	1	0.01755952	NM_001768,NM_171827,NR_027353,NM_001145873
CD8B	1115	0	0	NM_172102,NM_172213,NM_004931,NM_001178100,NM_172101
CD9	1314	534	21.79353	NM_001330312,NM_001769
CD93	6701	3	0.02400841	NM_012072
CD96	4481	0	0	NM_001318889,NR_134917,NM_005816,NM_198196
CD99	1306	8334	342.2095	NM_001321369,NR_135623,NM_001321370,NM_001321369,NM_002414,NM_001321367,NM_001122898,NM_001321368,NM_002414,NM_001321370,NM_001321368,NM_001321367,NM_001122898,NR_135623
CD99L2	3568	1707	25.65608	NM_134445,NM_001242614,NM_031462,NM_001184808,NM_134446
CD99P1	2915	37	0.6806829	NR_033381,NR_033381,NR_033380,NR_033380
CDA	959	15	0.8387921	NM_001785
CDADC1	3401	155	2.444031	NM_001193478,NR_036439,NM_030911
CDAN1	4730	388	4.398983	NM_138477
CDC123	1548	1555	53.86927	NM_006023
CDC14A	4394	77	0.9397501	NM_033312,NM_003672,NM_033313,NM_001319212,NM_001319211,NM_001319210
CDC14B	5589	586	5.622704	NM_001077181,NM_003671,NM_033331
CDC14C	2893	0	0	NR_003595
CDC16	2249	1704	40.6314	NM_001318517,NM_001318518,NM_001078645,NM_003903,NM_001330101,NM_001330104,NM_001330105
CDC20	1674	2257	72.30325	NM_001255
CDC20B	2984	2	0.03594288	NM_152623,NM_001145734,NM_001170402
CDC23	3155	839	14.26081	NM_004661
CDC25A	3586	332	4.964889	NM_001789,NM_201567
CDC25B	3654	1945	28.54518	NM_001287524,NM_021873,NM_021872,NR_136336,NR_136335,NM_001287516,NM_001287517,NM_001287518,NM_001287519,NM_001287520,NM_001287522,NM_004358
CDC25C	2166	202	5.001204	NM_022809,NM_001790,NM_001318098,NM_001287583,NM_001287582
CDC26	870	359	22.12875	NM_139286
CDC27	5850	3151	28.88512	NM_001114091,NM_001293091,NM_001256,NM_001293089
CDC34	1445	561	20.81981	NM_004359
CDC37	1671	2930	94.03139	NM_007065
CDC37L1	3515	399	6.087364	NM_017913
CDC37L1-AS1	243	0	0	NR_121597,NR_121598
CDC40	3852	756	10.52488	NM_015891
CDC42	2168	7047	174.3118	NM_001039802,NM_044472,NM_001791
CDC42BPA	10263	2805	14.65684	NM_003607,NM_014826
CDC42BPB	6701	3575	28.61002	NM_006035
CDC42BPG	4939	3	0.03257346	NM_017525
CDC42EP1	2162	939	23.29119	NM_152243
CDC42EP2	2023	326	8.641784	NM_006779
CDC42EP3	5124	3892	40.73291	NM_001270437,NM_001270438,NM_006449,NM_001270436
CDC42EP4	3101	939	16.23849	NM_012121
CDC42EP5	891	189	11.37538	NM_145057
CDC42P3	1836	3	0.08762545	NR_102426
CDC42SE1	3047	1089	19.16625	NM_001038707,NM_020239
CDC42SE2	3656	458	6.718015	NM_001038702,NM_020240
CDC45	1977	469	12.72178	NM_001178011,NM_001178010,NM_003504
CDC5L	6432	1692	14.10704	NM_001253
CDC6	3053	1023	17.96927	NM_001254
CDC7	3313	419	6.782258	NM_003503,NM_001134419,NM_001134420
CDC73	5939	1448	13.07486	NM_024529
CDCA2	3877	603	8.340714	NM_001317907,NM_152562,NM_001317906
CDCA3	1808	546	16.19481	NM_001297603,NM_001297604,NR_138531,NM_001297602,NM_001331019,NR_123727,NM_031299
CDCA4	2453	686	14.99713	NM_145701,NM_017955
CDCA5	2576	804	16.73755	NM_080668
CDCA7	2573	554	11.54653	NM_031942,NM_145810
CDCA7L	2770	996	19.28241	NM_001127370,NM_018719,NM_001127371
CDCA8	2486	937	20.21251	NM_018101,NM_001256875
CDCP1	6010	992	8.851542	NM_178181,NM_022842
CDCP2	1959	0	0	NM_201546
CDH1	4818	0	0	NM_001317185,NM_001317184,NM_001317186,NM_004360
CDH10	3301	78	1.267158	NM_001317224,NM_006727,NM_001317222
CDH11	6395	10773	90.33952	NM_001797,NM_001308392,NM_001330576
CDH12	3709	3	0.04337566	NM_001317227,NM_004061,NM_001317228
CDH13	4127	1421	18.46466	NM_001220492,NM_001257,NM_001220491,NM_001220490,NM_001220489,NM_001220488
CDH15	2859	3	0.05627154	NM_004933
CDH16	2954	0	0	NM_001204745,NM_001204746,NM_001204744,NM_004062
CDH17	3698	1	0.01450156	NM_001144663,NM_004063
CDH18	3087	83	1.44186	NM_001167667,NM_001291956,NM_001291957,NM_004934
CDH19	6241	6	0.05155595	NR_073130,NM_001271028,NM_021153
CDH2	4335	2889	35.73882	NM_001308176,NM_001792
CDH20	3882	53	0.7321533	NM_031891
CDH22	3903	0	0	NM_021248
CDH23	1729	13	0.4032089	NM_001171933,NM_001171934,NM_001171935,NM_001171932,NM_052836,NM_001171931,NM_001171930,NM_022124,NM_001171936
