Gene name	max length	read count	rpkm	IDs
CYP4F12	1783	0	0	NR_117085,NM_023944
CYP4F2	2406	0	0	NM_001082
CYP4F22	2609	25	0.188239	NM_173483
CYP4F24P	2470	1	0.007953289	NR_033864
CYP4F29P	1279	0	0	NR_026755
CYP4F3	2972	1	0.0066099	NM_001199208,NM_000896,NM_001199209
CYP4F30P	2249	0	0	NR_023391
CYP4F35P	2876	0	0	NR_026756
CYP4F62P	2412	0	0	NR_103761
CYP4F8	1905	0	0	NM_007253
CYP4V2	4704	813	3.395212	NM_207352
CYP4X1	2063	4	0.03808943	NM_001320289,NM_178033,NM_001320290
CYP4Z1	1907	0	0	NM_178134
CYP4Z2P	1474	0	0	NR_002788
CYP51A1	3208	5415	33.15949	NM_001146152,NM_000786
CYP51A1-AS1	2998	9	0.05897319	NR_122110,NR_122109
CYP7A1	2875	1	0.006832913	NM_000780
CYP7B1	7514	879	2.29806	NM_001324112,NM_004820
CYP8B1	3950	0	0	NM_004391
CYR61	2293	87676	751.1392	NM_001554
CYS1	2719	759	5.483733	NM_001037160
CYSLTR1	2689	0	0	NM_006639,NM_001282187,NM_001282188,NM_001282186
CYSLTR2	4907	0	0	NM_001308469,NM_020377,NM_001308465,NM_001308476,NM_001308470,NM_001308471,NM_001308467,NM_001308468
CYSRT1	1297	63	0.9542107	NM_199001
CYSTM1	910	4910	105.9946	NM_032412
CYTH1	3757	1160	6.065415	NM_017456,NM_001292019,NM_004762,NM_001292018
CYTH2	4607	3885	16.56596	NM_004228,NM_017457
CYTH3	4467	2869	12.61706	NM_004227
CYTH4	3209	6	0.03673037	NM_001318024,NM_013385
CYTIP	2210	1	0.00888897	NM_004288
CYTL1	1000	182	3.575322	NM_018659
CYTOR	642	507	15.51375	NR_024204,NR_024206,NR_024205
CYYR1	3221	53	0.3232428	NM_001320768,NR_135472,NM_052954
CYYR1-AS1	421	1	0.04666182	NR_135515,NR_135516
D21S2088E	1699	0	0	NR_040254
D2HGDH	2622	898	6.728022	NR_109778,NM_001287249,NM_152783
DAAM1	5820	344	1.161126	NM_001270520,NM_014992
DAAM2	6186	652	2.070529	NM_015345,NM_001201427
DAB1	2580	14	0.1065987	NM_021080
DAB1-AS1	1036	0	0	NR_104362,NR_104364,NR_104365,NR_104363
DAB2	4601	20837	88.96654	NM_001244871,NM_001343
DAB2IP	5471	2052	7.368081	NM_138709,NM_032552
DACH1	5233	1	0.003753989	NM_080760,NM_004392,NM_080759
DACH2	2417	0	0	NM_001139515,NM_001139514,NM_053281
DACT1	3667	359	1.923212	NM_001079520,NR_046093,NM_016651,NR_046095
DACT2	1983	1	0.009906517	NM_001286350,NM_001286351,NM_214462,NR_104425
DACT3	2574	2019	15.4089	NM_145056,NM_001301046
DACT3-AS1	1304	16	0.2410383	NR_040042,NR_040041
DAD1	697	7902	222.7142	NM_001344
DAG1	5645	9327	32.458	NM_001177642,NM_001177639,NM_001177636,NM_001177640,NM_001177641,NM_001177635,NM_001177643,NM_001177644,NM_004393,NM_001165928,NM_001177634,NM_001177638,NM_001177637
DAGLA	5758	428	1.460212	NM_006133
DAGLB	2523	852	6.633856	NM_139179,NM_001142936
DALRD3	1776	1727	19.10263	NM_001276405,NM_018114,NM_001009996
DANCR	1099	631	11.27912	NR_145129,NR_024031,NR_145130
DAND5	1732	0	0	NM_152654
DANT2	2101	6	0.05610078	NR_132337,NR_130730
DAO	1596	0	0	NM_001917
DAOA	769	0	0	NM_001161812,NM_001161814,NM_172370
DAOA-AS1	2480	2	0.01584244	NR_040247
DAP	2299	11049	94.41212	NM_004394,NM_001291963
DAP3	2052	3446	32.98995	NM_001199851,NM_033657,NM_001199850,NM_001199849,NM_004632
DAPK1	5746	2204	7.535111	NM_004938,NM_001288729,NM_001288730,NM_001288731
DAPK2	2628	984	7.355521	NM_014326
DAPK3	2310	3458	29.40741	NM_001348
DAPL1	543	0	0	NM_001017920
DAPP1	2990	0	0	NM_014395,NM_001306151
DARS	3157	2213	13.77053	NM_001293312,NM_001349
DARS2	3348	653	3.831523	NM_018122
DARS-AS1	779	38	0.9582744	NR_110199,NR_110200
DAW1	1989	0	0	NR_138459,NM_178821,NM_001330004
DAXX	2617	3265	24.50886	NM_001350,NM_001350,NM_001141969,NM_001141970,NM_001350,NM_001141970,NM_001141970,NM_001141970,NM_001141970,NM_001141969,NM_001350,NM_001141969,NM_001254717,NM_001254717,NM_001254717,NM_001350,NM_001254717,NM_001254717,NM_001141969,NM_001141969
DAZ1	4419	0	0	NM_004081
DAZ2	3277	0	0	NM_020363,NM_001005785,NM_001005785,NM_001005786,NM_001005786
DAZ3	3516	0	0	NM_020364,NM_020364,NM_020364
DAZ4	3372	0	0	NM_001005375,NM_020420,NM_001005375,NM_020420,NM_020420,NM_020420
DAZAP1	2204	4209	37.51553	NM_170711,NM_018959
DAZAP2	2089	8753	82.31182	NM_001136268,NM_001136267,NM_001136264,NM_014764,NM_001136269,NM_001136266
DAZL	3048	1	0.006445087	NM_001190811,NM_001351
DBET	3363	1	0.005841399	NR_121644
DBF4	3846	337	1.721331	NM_006716,NM_001318060,NM_001318061,NM_001318062
DBF4B	3076	351	2.241633	NR_036623,NM_025104,NM_145663
DBH	2760	2	0.01423523	NM_000787
DBH-AS1	2233	4	0.03518965	NR_102735
DBI	655	8773	263.118	NR_104221,NM_001178041,NM_001178042,NM_020548,NM_001282634,NM_001178043,NM_001282633,NM_001079862,NM_001079863,NM_001282635,NM_001178017,NM_001282636
DBIL5P	3004	40	0.2615795	NR_024120
DBIL5P2	1692	1	0.0116103	NR_036635
DBN1	3058	14099	90.57212	NM_004395,NM_080881
DBNDD1	2320	632	5.351467	NM_024043,NM_001042610,NM_001288708,NM_001288709
DBNDD2	1435	374	5.119923	NM_001197140,NM_001197139,NM_018478,NM_001048223,NM_001048222,NM_001048221,NM_001048224,NM_001048226,NM_001048225
DBNL	2023	5163	50.13603	NM_001122956,NM_001014436,NM_014063,NM_001284315,NM_001284313
DBP	1811	770	8.35249	NM_001352
DBR1	2690	439	3.205944	NM_016216
DBT	10815	470	0.8537192	NM_001918
DBX1	1032	1	0.01903549	NM_001029865
DBX2	2722	10	0.07216982	NM_001004329
DCAF1	4932	1259	5.014717	NM_001349171,NM_014703,NM_001349170,NM_001171904,NM_001349169,NM_001349168,NR_146065
DCAF10	7395	1437	3.817353	NM_024345,NM_001286810
DCAF11	4216	2571	11.97968	NM_181357,NM_025230,NR_028100,NM_001163484,NR_028099
DCAF12	3671	1539	8.235651	NM_015397
DCAF12L1	3390	0	0	NM_178470
DCAF12L2	2599	171	1.292509	NM_001013628
DCAF13	2641	1000	7.438328	NM_015420
DCAF13P3	2437	2	0.01612197	NR_027642
DCAF15	2296	586	5.013828	NM_138353
DCAF16	4533	768	3.328275	NR_144300,NR_144299,NR_144302,NR_144303,NR_144304,NR_144305,NR_144306,NR_144307,NR_144308,NR_144309,NR_144310,NM_001345881,NM_017741,NR_144301,NM_001345880,NM_001345885,NM_001345884,NM_001345882
DCAF17	5828	540	1.820195	NR_028482,NM_001164821,NM_025000
DCAF4	2552	500	3.848868	NM_001163508,NM_181340,NM_001163509,NM_181341,NM_015604
DCAF4L1	4772	14	0.05763301	NM_001029955
DCAF4L2	3326	0	0	NM_152418
DCAF5	3051	2924	18.8269	NM_003861,NM_001284206,NM_001284207,NM_001284208
DCAF6	3619	3698	20.07345	NM_001198957,NM_018442,NM_001017977,NM_001198956
DCAF7	6380	1927	5.933415	NR_073585,NM_005828
DCAF8	3883	4200	21.24837	NR_028104,NR_028106,NR_028105,NR_028103,NM_015726
DCAF8L1	3457	0	0	NM_001017930
DCAF8L2	2013	0	0	NM_001136533
DCAKD	2014	848	8.27142	NM_024819,NM_001288654,NM_001321326,NM_001288655,NM_001128631
DCANP1	3135	0	0	NM_130848
DCBLD1	2031	408	3.946335	NM_173674
DCBLD2	6093	6812	21.96277	NM_080927
DCC	10210	1	0.001924057	NM_005215
DCD	645	0	0	NM_001300854,NM_053283
DCDC1	1742	4	0.04510821	NM_181807
DCDC2	4615	1	0.00425669	NM_016356,NM_001195610
DCDC2B	1349	9	0.1310612	NM_001099434
DCDC2C	1482	0	0	NM_001287444
DCDC5	4759	3	0.01238367	NM_020869
DCHS1	10759	9041	16.50776	NM_003737
DCHS2	5064	20	0.07758541	NM_017639,NM_001142552
DCK	2605	687	5.180751	NM_000788
DCLK1	7518	7103	18.56022	NM_001195415,NM_004734,NM_001195430,NM_001330071,NM_001330072,NM_001195416
DCLK2	4315	447	2.035028	NR_036614,NM_001040260,NM_001040261
DCLK3	5344	4	0.01470406	NM_033403
DCLRE1A	4585	299	1.281078	NM_001271816,NM_014881
DCLRE1B	3622	294	1.594566	NM_001319947,NM_022836,NM_001319946
DCLRE1C	6242	452	1.42252	NR_110297,NM_001289077,NM_001033855,NM_001033857,NM_001033858,NM_001289079,NM_001289078,NM_001289076,NM_022487
DCLRE1CP1	842	0	0	NR_144469
DCN	4364	321393	1446.756	NM_133506,NM_133507,NM_133503,NM_133504,NM_133505,NM_001920
DCP1A	5898	1256	4.183393	NM_018403,NM_001290207,NM_001290206,NM_001290205,NM_001290204
DCP1B	2231	864	7.607779	NR_135060,NM_152640,NM_001319292
DCP2	9918	330	0.6536324	NM_001242377,NM_152624,NR_038352
DCPS	1483	791	10.47802	NM_014026
DCST1	2297	11	0.09407526	NM_001143687,NM_152494
DCST1-AS1	1186	57	0.9441345	NR_040772,NR_040773
DCST2	2419	24	0.1949033	NM_144622
DCSTAMP	1983	1	0.009906517	NM_001257317,NM_030788
DCT	4680	4	0.01679028	NM_001322186,NM_001922,NM_001322183,NM_001322182,NM_001322185,NM_001322184,NM_001129889
DCTD	2042	4686	45.08066	NM_001921,NM_001012732
DCTN1	4479	15618	68.4996	NM_004082,NM_023019,NM_001135041,NM_001135040,NM_001190836,NR_033935,NM_001190837
DCTN1-AS1	2144	0	0	NR_024463
DCTN2	2016	6294	61.33098	NM_001348067,NM_001348066,NM_001261412,NM_001348065,NM_001261413,NM_006400,NM_001348068,NR_145419
DCTN3	888	2184	48.31516	NM_007234,NM_024348,NM_001281427,NM_001281425,NM_001281426
DCTN4	3908	3151	15.83936	NM_001135644,NM_016221,NM_001135643
DCTN5	7430	2092	5.531165	NM_032486,NM_001199743,NM_001199011,NR_037573
DCTN6	1126	1287	22.45349	NM_006571
DCTPP1	1145	625	10.72305	NM_024096,NR_134471,NR_134470
DCUN1D1	7846	957	2.396113	NM_020640,NM_001308101
DCUN1D2	3029	328	2.127249	NM_001014283
DCUN1D3	6136	2437	7.802143	NM_173475
DCUN1D4	4375	1363	6.120142	NM_001287755,NM_001287757,NM_015115,NM_001040402
DCUN1D5	12732	1145	1.766658	NM_001318739,NM_001318740,NM_001318741,NM_032299
DCX	9126	0	0	NM_178151,NM_178153,NM_178152,NM_000555,NM_001195553
DCXR	829	648	15.35551	NM_001195218,NM_016286
DDA1	4077	2233	10.75949	NM_024050
DDAH1	4018	2624	12.82914	NM_012137,NM_001330655,NM_001134445
DDAH2	1262	10291	160.1924	NM_013974,NM_013974,NM_013974,NM_013974,NM_013974,NM_013974,NM_013974,NM_001303007,NM_001303007,NM_001303007,NM_001303007,NM_001303007,NM_001303008,NM_001303008,NM_001303008,NM_001303008,NM_001303007,NM_001303008,NM_001303007,NM_001303008,NM_001303008
DDB1	4356	14751	66.52384	NM_001923
DDB2	1848	3313	35.21788	NM_001300734,NM_000107
DDC	1721	0	0	NM_001242889,NM_001242890,NM_001082971,NM_000790,NM_001242886,NM_001242887,NM_001242888
DDC-AS1	1776	0	0	NR_033845
DDHD1	12877	877	1.337915	NM_001160148,NM_001160147,NM_030637
DDHD2	4709	1671	6.970942	NM_001164232,NM_001164234,NM_015214
DDI1	2615	0	0	NM_001001711
DDI2	2680	204	1.495337	NM_032341
DDIAS	3563	134	0.7388099	NM_145018
DDIT3	897	1212	26.54324	NM_001195053,NM_001195056,NM_001195054,NM_001195055,NM_004083,NM_001195057
DDIT4	1749	4650	52.22842	NM_019058
DDIT4L	2634	2333	17.39974	NM_145244
DDN	3744	22	0.1154332	NM_015086
DDO	1532	33	0.4231544	NM_003649,NM_004032
DDOST	2126	19110	176.5798	NM_005216
DDR1	3861	787	4.004227	NM_001202521,NM_001297652,NM_001202523,NM_001202523,NM_001202523,NM_001202523,NM_001202523,NM_001202523,NM_001954,NM_001202522,NM_001954,NM_001202522,NM_001954,NM_001202522,NM_001954,NM_001202522,NM_001202522,NM_001202521,NM_001954,NM_001954,NM_001202521,NM_001297652,NM_001202521,NM_001202521,NM_013993,NM_001297652,NM_001297653,NM_001297653,NM_001297653,NM_001297653,NM_001297653,NM_001297653,NM_001297654,NM_001297654,NM_001297654,NM_001297654,NM_001297654,NM_001297652,NM_001297654,NM_013994,NM_013994,NM_013994,NM_013994,NM_001297652,NM_013993,NM_013994,NM_013993,NM_013993,NM_013993,NM_001297652,NM_013993
DDR2	3164	4825	29.95743	NM_001014796,NM_006182
DDRGK1	1318	2112	31.47909	NM_023935
DDT	671	3510	102.761	NM_001084392,NM_001355
DDTL	1635	69	0.8290392	NM_001084393
DDX1	2741	4344	31.13325	NM_004939
DDX10	3264	597	3.593088	NM_004398
DDX11	3732	373	1.96341	NM_152438,NM_004399,NM_030653,NM_001257144,NM_001257145
DDX11-AS1	2031	17	0.1644306	NR_038927
DDX11L1	1652	0	0	NR_046018
DDX11L10	1652	0	0	NR_045117
DDX11L16	1643	0	0	NR_110561,NR_110561
DDX11L2	1661	51	0.6031763	NR_024004,NR_024005
DDX11L5	1655	0	0	NR_051986
DDX11L9	1652	1	0.01189142	NR_051985,NR_034090
DDX12P	3909	111	0.5578289	NR_033399
DDX17	4790	12308	50.47725	NM_001098504,NM_006386
DDX18	3765	1388	7.242162	NM_006773
DDX19A	3123	2082	13.09642	NM_001320522,NM_001320525,NR_135296,NM_018332,NM_001320527,NM_001320526
DDX19B	1726	1563	17.78942	NM_001257174,NM_007242,NM_001014451,NM_001257173,NM_001257172,NM_001257175,NM_001014449
DDX20	3510	406	2.272284	NM_007204
DDX21	4831	2341	9.519367	NM_004728,NM_001256910
DDX23	3267	3051	18.34581	NM_004818
DDX24	2948	7443	49.59801	NM_020414
DDX25	1966	0	0	NM_013264,NM_001330438
DDX26B-AS1	398	2	0.09871671	NR_046740
DDX27	2695	2466	17.97538	NM_001348187,NM_017895
DDX28	2594	230	1.741813	NM_018380
DDX31	4577	445	1.909954	NR_136309,NM_001322344,NM_001322340,NM_001322341,NM_001322342,NM_001322343,NM_138620,NM_022779
DDX39A	1430	1949	26.77439	NM_005804,NR_046366
DDX39B	2160	5513	50.13926	NM_004640,NM_080598,NR_037852,NM_080598,NM_080598,NM_004640,NM_080598,NM_004640,NM_004640,NM_004640,NM_004640,NM_004640,NM_080598,NM_080598,NM_080598,NM_080598,NR_037852,NR_037852,NR_037852,NR_037852,NR_037852,NR_037852,NR_037852,NM_004640
DDX39B-AS1	523	0	0	NR_133675,NR_133675,NR_133674,NR_133675,NR_133674,NR_133674,NR_133674,NR_133674,NR_133674,NR_133674,NR_133675,NR_133675,NR_133675,NR_133675
DDX3X	4600	16535	70.61388	NM_001356,NM_001193416,NR_126094,NR_126093,NM_001193417
DDX3Y	4490	3	0.01312558	NM_001324195,NM_001122665,NR_136716,NR_136717,NR_136718,NM_001302552,NR_136719,NR_136720,NR_136721,NR_136722,NR_136723,NR_136724,NM_004660
DDX4	2778	0	0	NM_001166533,NM_001166534,NM_024415,NM_001142549
DDX41	2464	3167	25.2494	NM_001321732,NM_001321830,NM_016222
DDX42	3940	4186	20.87117	NM_007372,NM_203499
DDX43	2696	76	0.5537802	NM_018665
DDX46	5731	2122	7.273756	NM_001300860,NR_125341,NM_014829
DDX47	1670	1343	15.79804	NM_016355,NM_201224
DDX49	1765	1275	14.19088	NM_019070,NR_033677
DDX5	3830	30544	156.6646	NM_001320597,NM_001320595,NM_004396,NM_001320596
DDX50	2538	1499	11.60256	NM_024045
DDX51	4717	790	3.290068	NM_175066
DDX52	6395	917	2.816907	NM_001291476,NM_007010
DDX53	2129	0	0	NM_182699
DDX54	4381	3086	13.83778	NM_024072,NM_001111322
DDX55	2662	677	4.996022	NR_135104,NM_020936,NR_135105
DDX56	2872	1875	12.82509	NM_001257189,NM_019082
DDX58	4756	691	2.854171	NM_014314
DDX59	2320	642	5.436141	NM_001320181,NM_001320182,NM_001031725
DDX6	6226	3456	10.90456	NM_001257191,NM_004397
DDX60	6073	433	1.400646	NM_017631
DDX60L	6784	1177	3.408273	NM_001012967,NM_001291510,NM_001345927
DEAF1	2510	1944	15.2148	NM_021008,NM_001293634
DEC1	1251	1	0.01570314	NM_017418
DECR1	3525	1478	8.23681	NM_001359,NM_001330575
DECR2	1583	553	6.862588	NM_020664
DEDD	2327	1090	9.201822	NM_001330765,NM_032998,NM_001039712,NM_001039711
DEDD2	1577	1353	16.85427	NM_133328,NR_073051,NM_001270615,NR_073050,NR_073049,NR_073048,NM_001270614,NR_073052,NR_073046,NR_073047
DEF6	2296	24	0.2053445	NM_022047
DEF8	3506	2386	13.3691	NM_017702,NM_001242820,NM_001242822,NM_001242818,NM_001242817,NM_207514,NM_001242821,NM_001242816,NM_001242819
DEFA1	498	0	0	NM_004084,NM_004084,NM_004084
DEFA10P	291	0	0	NR_029386
DEFA11P	301	0	0	NR_073421
DEFA1B	498	0	0	NM_001042500,NM_001042500,NM_001302265,NM_001302265,NM_001042500
DEFA3	491	0	0	NM_005217
DEFA4	619	0	0	NM_001925
DEFA5	458	0	0	NM_021010
DEFA6	468	0	0	NM_001926
DEFA8P	285	0	0	NR_073407
DEFA9P	285	0	0	NR_073408
DEFB1	463	0	0	NM_005218
DEFB103A	512	0	0	NM_001081551,NM_001081551
DEFB103B	512	0	0	NM_018661,NM_018661
DEFB104A	281	0	0	NM_080389,NM_080389
DEFB104B	281	0	0	NM_001040702,NM_001040702
DEFB105A	331	0	0	NM_152250,NM_152250
DEFB105B	331	0	0	NM_001040703,NM_001040703
DEFB106A	303	0	0	NM_152251,NM_152251
DEFB106B	303	0	0	NM_001040704,NM_001040704
DEFB107A	389	0	0	NM_001037668,NM_001037668
DEFB107B	389	0	0	NM_001040705,NM_001040705
DEFB108B	222	0	0	NM_001002035
DEFB109P1	189	0	0	NR_024044
DEFB109P1B	264	2	0.1488229	NR_003668,NR_003668
DEFB110	235	0	0	NM_001037497,NM_001037728
DEFB112	342	0	0	NM_001037498
DEFB113	249	0	0	NM_001037729
DEFB114	210	0	0	NM_001037499
DEFB115	267	0	0	NM_001037730
DEFB116	309	0	0	NM_001037731
DEFB118	1137	0	0	NM_054112
DEFB119	487	0	0	NM_153323,NM_153289,NR_073151,NR_073152,NR_073153,NR_126440,NM_001271209
DEFB121	413	0	0	NM_001171832,NM_001011878
DEFB122	496	0	0	NR_045677
DEFB123	467	0	0	NR_126450,NM_153324
DEFB124	216	0	0	NM_001037500
DEFB125	665	0	0	NM_153325
DEFB126	471	0	0	NM_030931
DEFB127	514	0	0	NM_139074
DEFB128	373	0	0	NM_001037732
DEFB129	698	0	0	NM_080831
DEFB130	240	0	0	NM_001037804,NM_001037804
DEFB131	213	0	0	NM_001040448
DEFB132	2120	0	0	NM_207469
DEFB133	186	0	0	NM_001166478
DEFB134	1096	0	0	NM_001302695
DEFB135	234	0	0	NM_001033017
DEFB136	237	0	0	NM_001033018
DEFB4A	449	0	0	NM_004942
DEFB4B	298	0	0	NM_001205266
DEFT1P	496	0	0	NR_036686,NR_036686
DEFT1P2	496	0	0	NR_036687,NR_036687
DEGS1	2128	4922	45.43742	NM_003676,NM_001321542,NM_001321541
DEGS2	1405	6	0.08389163	NM_206918
DEK	2871	4289	29.34719	NM_001134709,NM_003472
DENND1A	2132	1075	9.90524	NM_020946,NM_024820
DENND1B	2496	189	1.487514	NM_144977,NM_001195215,NR_125340,NM_001195216,NM_001300858
DENND1C	2710	1	0.007248939	NM_024898,NM_001290331
DENND2A	3405	959	5.532803	NM_015689,NM_001318053,NM_001318052,NR_134477
DENND2C	3974	109	0.5388183	NM_001256404,NM_198459
DENND2D	3296	138	0.8224995	NM_001271833,NM_024901
DENND3	5443	915	3.302376	NM_014957
DENND4A	8837	951	2.11407	NM_001144823,NM_005848,NM_001320835
DENND4B	5688	1873	6.468773	NM_014856
DENND4C	7777	1694	4.279027	NM_001330640,NM_017925,NR_073201
DENND5A	4892	5746	23.074	NR_145966,NM_015213,NM_001348748,NM_001243254,NM_001348750,NM_001348749
DENND5B	9461	459	0.9530581	NM_144973,NM_001308339
DENND5B-AS1	564	40	1.393236	NR_046909
DENND6A	4658	433	1.826132	NM_152678
DENND6B	2006	614	6.012861	NM_001001794
DENR	2722	2184	15.76189	NM_003677
DEPDC1	4586	405	1.734861	NM_001114120,NM_017779
DEPDC1-AS1	1247	4	0.06301403	NR_110671
DEPDC1B	2318	35	0.2966186	NM_018369,NM_001145208
DEPDC4	1154	27	0.4596229	NM_001319310,NR_135073,NM_001319311,NM_152317
DEPDC5	5382	393	1.434474	NM_001242897,NM_001242896,NM_014662,NR_110988,NM_001007188,NM_001136029
DEPDC7	1994	258	2.541782	NM_001077242,NM_139160
DEPTOR	2333	470	3.957554	NM_022783,NM_001283012
DERA	1804	784	8.537354	NM_001300779,NM_015954
DERL1	3280	3417	20.46515	NM_024295,NM_001330601,NM_001134671
DERL2	4334	1344	6.091918	NM_016041,NM_001304777,NR_130906,NM_001304779,NR_130905
DERL3	1069	29	0.5329224	NM_001002862,NM_198440,NM_001135751
DES	2248	51	0.4456743	NM_001927
DESI1	3794	1166	6.037331	NM_015704
DESI2	3997	2303	11.31888	NR_123735,NM_016076,NR_123736,NM_001297746
DET1	1308	315	4.73093	NR_135744,NR_135742,NM_001144074,NM_017996,NR_135739,NR_026645,NR_135743,NM_001321594,NR_135741,NM_001321596,NR_135740
DEUP1	2666	0	0	NM_181645
DEXI	1501	2683	35.11427	NM_014015
DFFA	2038	1265	12.19355	NM_213566,NM_004401
DFFB	3211	236	1.443828	NR_104222,NR_135151,NR_135152,NR_135150,NM_004402,NM_001320136,NM_001282669,NM_001320132
DFNA5	2265	3369	29.21975	NM_001127453,NM_004403,NM_001127454
DFNB59	1524	52	0.670289	NM_001042702
DGAT1	3721	1341	7.079667	NM_012079
DGAT2	2325	429	3.62475	NM_032564,NM_001253891
DGAT2L6	1711	0	0	NM_198512
DGCR10	927	0	0	NR_026651
DGCR11	2214	99	0.8784181	NR_024157
DGCR14	5385	715	2.608339	NR_134304,NM_022719
DGCR2	4369	5792	26.04295	NM_005137,NM_001184781,NM_001173533,NM_001173534,NR_033674
DGCR5	3179	7	0.04325648	NR_002733,NR_110533,NR_045121
DGCR6	1214	232	3.754162	NM_005675
DGCR6L	1217	2904	46.87592	NM_033257
DGCR8	4520	1193	5.184964	NM_001190326,NM_022720
DGCR9	2415	4	0.03253768	NR_024159
DGKA	2740	2114	15.15647	NM_201554,NM_201444,NM_001345,NM_201445
DGKB	3352	10	0.05860568	NM_004080,NM_145695
DGKD	6294	500	1.560583	NM_003648,NM_152879
DGKE	7768	180	0.455205	NM_003647
DGKG	5802	12	0.04063004	NM_001080744,NM_001080745,NM_001346
DGKH	17198	780	0.8909644	NR_123715,NM_001204505,NM_001204504,NM_152910,NM_178009,NM_001297429,NM_001204506,NR_123714
DGKI	6524	72	0.2168015	NM_001321710,NM_001321708,NM_004717,NM_001321709
DGKK	7408	0	0	NM_001013742
DGKQ	4643	1317	5.572253	NM_001347
DGKZ	3648	2113	11.37859	NM_001199266,NM_001199268,NM_001105540,NM_201532,NM_003646,NM_201533,NM_001199267
DGUOK	862	1628	37.10145	NM_001318862,NM_001318863,NM_001318861,NR_134897,NR_134896,NM_001318860,NR_134895,NR_134898,NM_080916,NM_080918,NR_134893,NR_134894,NM_001318859
DGUOK-AS1	571	4	0.1376156	NR_104030,NR_104029
DHCR24	4286	12453	57.07758	NM_014762
DHCR7	2665	4478	33.00887	NM_001163817,NM_001360
DHDDS	3223	1624	9.898501	NM_001243565,NM_001319959,NM_024887,NM_205861,NM_001243564
DHDH	1081	5	0.0908632	NM_014475
DHFR	3801	1595	8.243403	NM_001290354,NM_000791,NR_110936,NM_001290357
DHFR2	3927	469	2.346149	NM_001195643,NM_176815
DHFRP3	967	0	0	NR_033423
DHH	4701	3	0.01253645	NM_021044
DHODH	2427	149	1.206036	NM_001361
DHPS	1203	1397	22.81259	NM_013406,NR_038192,NM_001930,NM_001206974
DHRS1	1472	1001	13.35888	NM_001136050,NM_138452
DHRS11	1598	141	1.733349	NM_024308
DHRS12	1201	288	4.710784	NM_001031719,NM_024705,NM_001270424
DHRS13	1921	374	3.824617	NM_144683
DHRS2	1352	13	0.1888906	NM_182908,NM_005794,NM_001318835
DHRS3	1723	1496	17.05651	NM_001324370,NM_001319225,NM_004753
DHRS4	1093	1218	21.89126	NM_001282990,NM_001282991,NM_001282988,NM_001282989,NM_021004,NM_001282987
DHRS4-AS1	2852	744	5.124684	NR_023922,NR_023921,NR_023923,NR_023924
DHRS4L1	1193	14	0.2305321	NR_102693,NM_001277864,NR_102691,NR_102689,NR_102688,NR_102687,NR_102694,NR_102692
DHRS4L2	1374	380	5.433011	NM_001193637,NM_001193636,NM_001193635,NM_198083
DHRS7	2051	5554	53.19661	NM_001322280,NM_001322282,NM_001322281,NM_016029
DHRS7B	1841	642	6.850543	NM_001330159,NM_015510
DHRS7C	1003	0	0	NM_001220493,NM_001105571
DHRS9	1652	4	0.04756568	NM_001142271,NM_199204,NM_001142270,NM_001289763
DHRSX	2569	1636	12.51016	NM_145177,NM_145177
DHTKD1	5217	635	2.391094	NM_018706
DHX15	3015	4059	26.44694	NM_001358
DHX16	3140	1641	10.26651	NM_003587,NM_003587,NM_003587,NM_003587,NM_003587,NM_001164239,NM_001164239,NM_001164239,NM_003587,NM_001164239,NM_003587,NM_001164239,NM_001164239,NM_001164239,NM_003587,NM_001164239
DHX29	4772	1838	7.566391	NM_019030,NR_144325,NR_144324,NM_001345965,NM_001345964,NR_144323
DHX30	1464	3328	44.65663	NM_001330990,NM_014966,NM_138615,NR_075079
DHX32	3070	921	5.893387	NM_018180
DHX33	5618	514	1.797319	NM_001199699,NM_020162
DHX34	4372	786	3.531719	NM_014681
DHX35	3322	387	2.288522	NR_033905,NM_001190809,NM_021931
DHX36	3569	1067	5.873022	NM_020865,NM_001114397
DHX37	4551	960	4.143889	NM_032656
DHX38	4454	3025	13.34194	NM_014003
DHX40	3436	1958	11.19446	NM_024612,NM_001166301
DHX57	4879	643	2.588951	NM_001329963,NM_198963
DHX58	2617	656	4.924293	NM_024119
DHX8	4329	1718	7.796134	NR_136225,NM_001322221,NR_136228,NM_004941,NM_001322218,NM_001302623,NM_001322220,NR_136227,NM_001322217,NM_001322216,NR_136226,NM_001322219
DHX9	4536	5757	24.93256	NR_033302,NM_001357
DIABLO	2462	1028	8.202548	NM_019887,NM_001278302,NM_001278303,NM_138930,NM_001278342,NM_001278304
DIAPH1	5843	4248	14.28211	NM_001079812,NM_005219,NM_001314007
DIAPH2	3782	587	3.04902	NM_006729,NM_007309
DIAPH2-AS1	977	1	0.02010709	NR_125391
DIAPH3	2280	457	3.937541	NM_001258369,NM_001042517,NM_030932,NM_001258366,NM_001258367,NM_001258368,NM_001258370
DIAPH3-AS1	339	0	0	NR_109839,NR_051994,NR_109838,NR_046539,NR_051993
DIAPH3-AS2	367	0	0	NR_046540
DICER1	10160	1090	2.107543	NM_030621,NM_001195573,NM_001271282,NM_177438,NM_001291628
DICER1-AS1	803	29	0.7094572	NR_015415
DIDO1	2796	3247	22.81334	NM_001193369,NM_001193370,NM_080797,NM_033081,NM_022105,NM_080796
DIEXF	8486	1304	3.018688	NM_014388
DIGIT	2226	1	0.008825079	NR_144432
